auid,compound,status,output_file,source_file,source_url,aurl,catalog,species,nspecies,natoms,spacegroup_orig,spacegroup_relax,pearson_orig,pearson_relax,prototype_orig,prototype_relax,band_gap_eV,formation_enthalpy_eV_atom,aflowlib_date,aflowlib_version,error
aflow:4e41374d9b33dabd,Ga2H4Na6O18P4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Ga2H4Na6O18P4__ICSD__4e41374d9b33dabd.cif,Ga1H2Na3O9P2_ICSD_84644.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCLC/Ga1H2Na3O9P2_ICSD_84644/Ga1H2Na3O9P2_ICSD_84644.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Ga1H2Na3O9P2_ICSD_84644,ICSD,"Ga,H,Na,O,P",5,34,12,12,mS68,mS68,AB2C3D9E2_mC68_12_e_2i_fgi_5i2j_2i,AB2C3D9E2_mC68_12_e_2i_fgi_5i2j_2i,4.0409,None,"['20150110_14:47:28_GMT-5', '20150112_13:05:28_GMT-5', '20210902_15:37:23_GMT-4']",3.2.11,
aflow:527716e321467bfb,Na2O24P6Sn4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na2O24P6Sn4__ICSD__527716e321467bfb.cif,Na1O12P3Sn2_ICSD_72217.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Sn2_ICSD_72217/Na1O12P3Sn2_ICSD_72217.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Sn2_ICSD_72217,ICSD,"Na,O,P,Sn",4,36,167,167,hR36,hR36,AB12C3D2_hR36_167_b_2f_e_c,AB12C3D2_hR36_167_b_2f_e_c,2.4028,None,"['20170420_13:34:58_GMT-4', '20170421_03:03:21_GMT-4', '20210830_21:59:36_GMT-4']",3.2.11,
aflow:564d71ad5162e028,H2Na6O18P4V2,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\H2Na6O18P4V2__ICSD__564d71ad5162e028.cif,H1Na3O9P2V1_ICSD_50760.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCL/H1Na3O9P2V1_ICSD_50760/H1Na3O9P2V1_ICSD_50760.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/H1Na3O9P2V1_ICSD_50760,ICSD,"H,Na,O,P,V",5,32,11,11,mP32,mP32,AB3C9D2E_mP32_11_a_ef_5e2f_2e_e,AB3C9D2E_mP32_11_a_ef_5e2f_2e_e,0.6193,None,"['20161129_06:28:05_GMT-5', '20161203_09:16:42_GMT-5', '20210901_00:33:30_GMT-4']",3.2.11,
aflow:583812fe33fb7fc1,Na2O24P6Zr4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na2O24P6Zr4__ICSD__583812fe33fb7fc1.cif,Na1O12P3Zr2_ICSD_9546.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Zr2_ICSD_9546/Na1O12P3Zr2_ICSD_9546.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Zr2_ICSD_9546,ICSD,"Na,O,P,Zr",4,36,167,167,hR36,hR36,AB12C3D2_hR36_167_b_2f_e_c,AB12C3D2_hR36_167_b_2f_e_c,4.1897,-2.74294,"['20140706_03:33:49_GMT-4', '20140708_05:04:21_GMT-4', '20210830_20:08:48_GMT-4']",3.2.11,
aflow:58df2f074bb8856a,In2Na6O16P4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\In2Na6O16P4__ICSD__58df2f074bb8856a.cif,In1Na3O8P2_ICSD_87833.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCL/In1Na3O8P2_ICSD_87833/In1Na3O8P2_ICSD_87833.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/In1Na3O8P2_ICSD_87833,ICSD,"In,Na,O,P",4,28,11,11,mP28,mP28,AB3C8D2_mP28_11_e_3e_4e2f_2e,AB3C8D2_mP28_11_e_3e_4e2f_2e,3.3914,None,"['20150122_11:17:33_GMT-5', '20150125_22:45:42_GMT-5', '20210901_05:27:18_GMT-4']",3.2.11,
aflow:5a5b20c0eecaa76d,Fe6Na2O24P6,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Fe6Na2O24P6__ICSD__5a5b20c0eecaa76d.cif,Fe3Na1O12P3_ICSD_61696.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCLC/Fe3Na1O12P3_ICSD_61696/Fe3Na1O12P3_ICSD_61696.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Fe3Na1O12P3_ICSD_61696,ICSD,"Fe,Na,O,P",4,38,15,15,mS76,mS76,A3BC12D3_mC76_15_ef_e_6f_ef,A3BC12D3_mC76_15_ef_e_6f_ef,0.4552,None,"['20170429_19:41:17_GMT-4', '20170501_06:24:50_GMT-4', '20210902_10:01:27_GMT-4']",3.2.11,
aflow:5dbe2acddc75dcd1,Na2Ni1O14P4Zr1,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na2Ni1O14P4Zr1__ICSD__5dbe2acddc75dcd1.cif,Na2Ni1O14P4Zr1_ICSD_65703.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/TRI/Na2Ni1O14P4Zr1_ICSD_65703/Na2Ni1O14P4Zr1_ICSD_65703.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Na2Ni1O14P4Zr1_ICSD_65703,ICSD,"Na,Ni,O,P,Zr",5,22,1,1,aP22,aP22,A2BC14D4E_aP22_1_2a_a_14a_4a_a,A2BC14D4E_aP22_1_2a_a_14a_4a_a,3.4487,None,"['20160123_22:34:46_GMT-5', '20160127_18:35:40_GMT-5', '20210830_23:00:31_GMT-4']",3.2.11,
aflow:6cdc966b9ccbff1e,Na4O20P4V4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na4O20P4V4__ICSD__6cdc966b9ccbff1e.cif,Na1O5P1V1_ICSD_188088.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCL/Na1O5P1V1_ICSD_188088/Na1O5P1V1_ICSD_188088.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Na1O5P1V1_ICSD_188088,ICSD,"Na,O,P,V",4,32,14,14,mP32,mP32,AB5CD_mP32_14_e_5e_e_e,AB5CD_mP32_14_e_5e_e_e,1.1018,None,"['20161211_09:20:16_GMT-5', '20161214_04:21:05_GMT-5', '20210901_11:52:37_GMT-4']",3.2.11,
aflow:707863fba6faa790,Na2O24P6Zr4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na2O24P6Zr4__ICSD__707863fba6faa790.cif,Na1O12P3Zr2_ICSD_467.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Zr2_ICSD_467/Na1O12P3Zr2_ICSD_467.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Zr2_ICSD_467,ICSD,"Na,O,P,Zr",4,36,167,167,hR36,hR36,AB12C3D2_hR36_167_b_2f_e_c,AB12C3D2_hR36_167_b_2f_e_c,4.2046,-2.74291,"['20140714_11:44:54_GMT-4', '20140717_00:11:23_GMT-4', '20210830_21:51:19_GMT-4']",3.2.11,
aflow:73640853c6bc1f70,Na4O16P4V2,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na4O16P4V2__ICSD__73640853c6bc1f70.cif,Na2O8P2V1_ICSD_50376.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/TET/Na2O8P2V1_ICSD_50376/Na2O8P2V1_ICSD_50376.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Na2O8P2V1_ICSD_50376,ICSD,"Na,O,P,V",4,26,100,100,tP26,tP26,A2B8C2D_tP26_100_c_abcd_c_a,A2B8C2D_tP26_100_c_abcd_c_a,2.4781,None,"['20160528_01:24:57_GMT-4', '20160528_21:44:45_GMT-4', '20210902_21:00:34_GMT-4']",3.2.11,
aflow:786e8567592df92e,Al4N4Na12O36P12,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Al4N4Na12O36P12__ICSD__786e8567592df92e.cif,Al1N1Na3O9P3_ICSD_78373.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/CUB/Al1N1Na3O9P3_ICSD_78373/Al1N1Na3O9P3_ICSD_78373.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1N1Na3O9P3_ICSD_78373,ICSD,"Al,N,Na,O,P",5,68,198,198,cP68,cP68,ABC3D9E3_cP68_198_a_a_3a_3b_b,ABC3D9E3_cP68_198_a_a_3a_3b_b,5.0104,-2.2757,"['20140609_14:42:58_GMT-4', '20140612_11:53:00_GMT-4', '20210901_15:22:54_GMT-4']",3.2.11,
aflow:795dd837535d493c,Na10O26P2Si4Ti4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na10O26P2Si4Ti4__ICSD__795dd837535d493c.cif,Na5O13P1Si2Ti2_ICSD_34069.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/TRI/Na5O13P1Si2Ti2_ICSD_34069/Na5O13P1Si2Ti2_ICSD_34069.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Na5O13P1Si2Ti2_ICSD_34069,ICSD,"Na,O,P,Si,Ti",5,46,2,2,aP46,aP46,A5B13CD2E2_aP46_2_5i_13i_i_2i_2i,A5B13CD2E2_aP46_2_5i_13i_i_2i_2i,3.0069,None,"['20170622_12:07:59_GMT-4', '20170623_16:57:28_GMT-4', '20210831_00:06:07_GMT-4']",3.2.11,
aflow:7a136fd411c5d985,Ge4Na2O24P6,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Ge4Na2O24P6__ICSD__7a136fd411c5d985.cif,Ge2Na1O12P3_ICSD_164019.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/Ge2Na1O12P3_ICSD_164019/Ge2Na1O12P3_ICSD_164019.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Ge2Na1O12P3_ICSD_164019,ICSD,"Ge,Na,O,P",4,36,148,148,hR36,hR36,A2BC12D3_hR36_148_2c_ab_4f_f,A2BC12D3_hR36_148_2c_ab_4f_f,3.7664,-2.04558,"['20170420_08:56:01_GMT-4', '20170421_02:32:01_GMT-4', '20210830_20:21:53_GMT-4']",3.2.11,
aflow:8226819e151654fb,Na2O24P6Sn4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na2O24P6Sn4__ICSD__8226819e151654fb.cif,Na1O12P3Sn2_ICSD_72215.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Sn2_ICSD_72215/Na1O12P3Sn2_ICSD_72215.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Sn2_ICSD_72215,ICSD,"Na,O,P,Sn",4,36,148,148,hR36,hR36,AB12C3D2_hR36_148_ab_4f_f_2c,AB12C3D2_hR36_148_ab_4f_f_2c,2.8794,None,"['20170420_12:46:08_GMT-4', '20170421_00:35:08_GMT-4', '20210830_19:21:48_GMT-4']",3.2.11,
aflow:8436ca12216007a2,Cl1Na9O16P4Zr1,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Cl1Na9O16P4Zr1__ICSD__8436ca12216007a2.cif,Cl1Na9O16P4Zr1_ICSD_62973.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/TRI/Cl1Na9O16P4Zr1_ICSD_62973/Cl1Na9O16P4Zr1_ICSD_62973.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Cl1Na9O16P4Zr1_ICSD_62973,ICSD,"Cl,Na,O,P,Zr",5,31,1,1,aP31,aP31,AB9C16D4E_aP31_1_a_9a_16a_4a_a,AB9C16D4E_aP31_1_a_9a_16a_4a_a,3.974,-2.35426,"['20161020_02:34:03_GMT-4', '20161024_21:26:46_GMT-4', '20210830_23:41:14_GMT-4']",3.2.11,
aflow:8666c057764d9c8d,Na4O20P4Ti4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na4O20P4Ti4__ICSD__8666c057764d9c8d.cif,Na1O5P1Ti1_ICSD_67538.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCL/Na1O5P1Ti1_ICSD_67538/Na1O5P1Ti1_ICSD_67538.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Na1O5P1Ti1_ICSD_67538,ICSD,"Na,O,P,Ti",4,32,14,14,mP32,mP32,AB5CD_mP32_14_e_5e_e_e,AB5CD_mP32_14_e_5e_e_e,3.2625,None,"['20150109_14:41:06_GMT-5', '20150112_07:46:21_GMT-5', '20210901_10:01:07_GMT-4']",3.2.11,
aflow:86a1c7aaf4451249,B2H6Na2O20P4V2,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\B2H6Na2O20P4V2__ICSD__86a1c7aaf4451249.cif,B1H3Na1O10P2V1_ICSD_409651.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCLC/B1H3Na1O10P2V1_ICSD_409651/B1H3Na1O10P2V1_ICSD_409651.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/B1H3Na1O10P2V1_ICSD_409651,ICSD,"B,H,Na,O,P,V",6,36,15,15,mS72,mS72,AB3CD10E2F_mC72_15_e_cf_e_5f_f_d,AB3CD10E2F_mC72_15_e_cf_e_5f_f_d,1.1244,None,"['20150104_06:25:36_GMT-5', '20150104_20:15:32_GMT-5', '20210902_14:40:10_GMT-4']",3.2.11,
aflow:9100c929dec0d3b1,Al2Ca4Na10O32P8,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Al2Ca4Na10O32P8__ICSD__9100c929dec0d3b1.cif,Al1Ca2Na5O16P4_ICSD_400310.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCLC/Al1Ca2Na5O16P4_ICSD_400310/Al1Ca2Na5O16P4_ICSD_400310.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Al1Ca2Na5O16P4_ICSD_400310,ICSD,"Al,Ca,Na,O,P",5,56,9,9,mS112,mS112,AB2C5D16E4_mC112_9_a_2a_5a_16a_4a,AB2C5D16E4_mC112_9_a_2a_5a_16a_4a,4.6569,-2.56394,"['20131009_10:15:52_GMT-4', '20131012_23:51:17_GMT-4', '20210902_15:26:20_GMT-4']",3.2.11,
aflow:91f4a3be1ea7542c,Na4O20P4V4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na4O20P4V4__ICSD__91f4a3be1ea7542c.cif,Na1O5P1V1_ICSD_66355.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCL/Na1O5P1V1_ICSD_66355/Na1O5P1V1_ICSD_66355.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Na1O5P1V1_ICSD_66355,ICSD,"Na,O,P,V",4,32,14,14,mP32,mP32,AB5CD_mP32_14_e_5e_e_e,AB5CD_mP32_14_e_5e_e_e,1.0993,None,"['20161117_23:21:37_GMT-5', '20161119_22:17:19_GMT-5', '20210901_02:04:15_GMT-4']",3.2.11,
aflow:9b8d91399f9a395d,Fe4Na6O24P6,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Fe4Na6O24P6__ICSD__9b8d91399f9a395d.cif,Fe2Na3O12P3_ICSD_66405.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCLC/Fe2Na3O12P3_ICSD_66405/Fe2Na3O12P3_ICSD_66405.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Fe2Na3O12P3_ICSD_66405,ICSD,"Fe,Na,O,P",4,40,15,15,mS80,mS80,A2B3C12D3_mC80_15_f_af_6f_ef,A2B3C12D3_mC80_15_f_af_6f_ef,2.1177,None,"['20170511_10:05:16_GMT-4', '20170513_01:24:39_GMT-4', '20210902_09:48:24_GMT-4']",3.2.11,
aflow:a214a741f9a8224d,Fe4Na4O16P4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Fe4Na4O16P4__ICSD__a214a741f9a8224d.cif,Fe1Na1O4P1_ICSD_56292.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/ORC/Fe1Na1O4P1_ICSD_56292/Fe1Na1O4P1_ICSD_56292.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Fe1Na1O4P1_ICSD_56292,ICSD,"Fe,Na,O,P",4,28,62,62,oP28,oP28,ABC4D_oP28_62_a_c_2cd_c,ABC4D_oP28_62_a_c_2cd_c,3.5009,None,"['20160729_17:22:01_GMT-4', '20160730_16:26:02_GMT-4', '20210901_21:09:32_GMT-4']",3.2.11,
aflow:a3e65ad64dd88aec,Na10O26P2Si4Ti4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na10O26P2Si4Ti4__ICSD__a3e65ad64dd88aec.cif,Na5O13P1Si2Ti2_ICSD_200169.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/TRI/Na5O13P1Si2Ti2_ICSD_200169/Na5O13P1Si2Ti2_ICSD_200169.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Na5O13P1Si2Ti2_ICSD_200169,ICSD,"Na,O,P,Si,Ti",5,46,2,2,aP46,aP46,A5B13CD2E2_aP46_2_5i_13i_i_2i_2i,A5B13CD2E2_aP46_2_5i_13i_i_2i_2i,3.0117,None,"['20170622_10:52:59_GMT-4', '20170624_02:40:37_GMT-4', '20210831_01:48:22_GMT-4']",3.2.11,
aflow:a7cce88d97eeef89,Na2O24P6Ti4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na2O24P6Ti4__ICSD__a7cce88d97eeef89.cif,Na1O12P3Ti2_ICSD_203041.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Ti2_ICSD_203041/Na1O12P3Ti2_ICSD_203041.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Ti2_ICSD_203041,ICSD,"Na,O,P,Ti",4,36,167,167,hR36,hR36,AB12C3D2_hR36_167_b_2f_e_c,AB12C3D2_hR36_167_b_2f_e_c,2.8473,None,"['20170420_14:54:51_GMT-4', '20170421_03:41:16_GMT-4', '20210830_20:52:03_GMT-4']",3.2.11,
aflow:aec91c47539005a7,Na4O28P8Ti4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na4O28P8Ti4__ICSD__aec91c47539005a7.cif,Na1O7P2Ti1_ICSD_202751.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCL/Na1O7P2Ti1_ICSD_202751/Na1O7P2Ti1_ICSD_202751.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Na1O7P2Ti1_ICSD_202751,ICSD,"Na,O,P,Ti",4,44,14,14,mP44,mP44,AB7C2D_mP44_14_e_7e_2e_e,AB7C2D_mP44_14_e_7e_2e_e,2.9909,None,"['20170603_15:31:17_GMT-4', '20170604_19:31:58_GMT-4', '20210901_04:09:40_GMT-4']",3.2.11,
aflow:b3a3e76c0dab5d45,Na2O24P6V6,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na2O24P6V6__ICSD__b3a3e76c0dab5d45.cif,Na1O12P3V3_ICSD_202911.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/ORCI/Na1O12P3V3_ICSD_202911/Na1O12P3V3_ICSD_202911.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Na1O12P3V3_ICSD_202911,ICSD,"Na,O,P,V",4,38,74,74,oI76,oI76,AB12C3D3_oI76_74_e_hi2j_ef_cf,AB12C3D3_oI76_74_e_hi2j_ef_cf,0,None,"['20130411_12:46:45_GMT-4', '20130416_11:59:57_GMT-4', '20210830_22:51:39_GMT-4']",3.2.11,
aflow:b95cd53b22f0600a,Na4O20P4V4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na4O20P4V4__ICSD__b95cd53b22f0600a.cif,Na1O5P1V1_ICSD_87547.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCL/Na1O5P1V1_ICSD_87547/Na1O5P1V1_ICSD_87547.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Na1O5P1V1_ICSD_87547,ICSD,"Na,O,P,V",4,32,14,14,mP32,mP32,AB5CD_mP32_14_e_5e_e_e,AB5CD_mP32_14_e_5e_e_e,1.0829,None,"['20161023_20:13:17_GMT-4', '20161025_18:10:22_GMT-4', '20210901_05:19:19_GMT-4']",3.2.11,
aflow:bbd93995d3b84726,Na2O24P6Sn8,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na2O24P6Sn8__ICSD__bbd93995d3b84726.cif,Na1O12P3Sn4_ICSD_409786.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Sn4_ICSD_409786/Na1O12P3Sn4_ICSD_409786.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Sn4_ICSD_409786,ICSD,"Na,O,P,Sn",4,40,161,161,hR40,hR40,AB12C3D4_hR40_161_a_4b_b_ab,AB12C3D4_hR40_161_a_4b_b_ab,3.7379,None,"['20130715_16:28:56_GMT-4', '20130718_14:00:26_GMT-4', '20210830_17:23:45_GMT-4']",3.2.11,
aflow:bf570703051a849d,C2Fe2Na6O14P2,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\C2Fe2Na6O14P2__ICSD__bf570703051a849d.cif,C1Fe1Na3O7P1_ICSD_77053.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCL/C1Fe1Na3O7P1_ICSD_77053/C1Fe1Na3O7P1_ICSD_77053.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/C1Fe1Na3O7P1_ICSD_77053,ICSD,"C,Fe,Na,O,P",5,26,11,11,mP26,mP26,ABC3D7E_mP26_11_e_e_ef_5ef_e,ABC3D7E_mP26_11_e_e_ef_5ef_e,3.2388,None,"['20140819_21:37:02_GMT-4', '20140822_01:28:59_GMT-4', '20210901_06:32:17_GMT-4']",3.2.11,
aflow:c7ee9bb4cb8456b1,Na2O24P6Sn4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na2O24P6Sn4__ICSD__c7ee9bb4cb8456b1.cif,Na1O12P3Sn2_ICSD_72218.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Sn2_ICSD_72218/Na1O12P3Sn2_ICSD_72218.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1O12P3Sn2_ICSD_72218,ICSD,"Na,O,P,Sn",4,36,167,167,hR36,hR36,AB12C3D2_hR36_167_b_2f_e_c,AB12C3D2_hR36_167_b_2f_e_c,2.3997,None,"['20170420_13:43:20_GMT-4', '20170421_07:25:55_GMT-4', '20210830_21:48:25_GMT-4']",3.2.11,
aflow:d14019cdf342eb4c,Fe2Na6O16P4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Fe2Na6O16P4__ICSD__d14019cdf342eb4c.cif,Fe1Na3O8P2_ICSD_93790.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCLC/Fe1Na3O8P2_ICSD_93790/Fe1Na3O8P2_ICSD_93790.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Fe1Na3O8P2_ICSD_93790,ICSD,"Fe,Na,O,P",4,28,15,15,mS56,mS56,AB3C8D2_mC56_15_c_ef_4f_f,AB3C8D2_mC56_15_c_ef_4f_f,2.2581,None,"['20160619_21:02:24_GMT-4', '20160621_11:29:33_GMT-4', '20210902_13:42:47_GMT-4']",3.2.11,
aflow:d20206f401b0c3e4,Na4O20P4V4,downloaded,E:\work\worklist\pull_file\aflow_nasicon\cif\Na4O20P4V4__ICSD__d20206f401b0c3e4.cif,Na1O5P1V1_ICSD_33944.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/MCL/Na1O5P1V1_ICSD_33944/Na1O5P1V1_ICSD_33944.cif,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Na1O5P1V1_ICSD_33944,ICSD,"Na,O,P,V",4,32,14,14,mP32,mP32,AB5CD_mP32_14_e_5e_e_e,AB5CD_mP32_14_e_5e_e_e,1.1107,None,"['20140711_06:06:45_GMT-4', '20140713_11:07:12_GMT-4', '20210901_04:13:44_GMT-4']",3.2.11,
