descriptor,transform,structure,value_before,value_after,ratio,verdict,dimension_declaration_conflict
wyckoff_diversity,supercell,cn1_na_site,4.0,4.0,1,invariant,n/a
partial_occupancy_ratio,supercell,cn1_na_site,0.0,0.0,n/a,invariant,n/a
coordination_cv,supercell,cn1_na_site,nan,0.0,n/a,nan_introduced,n/a
volume_cv,supercell,cn1_na_site,nan,3.9686572335604164e-16,n/a,nan_introduced,n/a
a2_max_dist,isotropic_scale,cn1_na_site,0.4800000000000004,0.5040000000000004,1.05,changed,false
poly_distortion_mean,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
max_bond_length,isotropic_scale,cn1_na_site,0.4800000000000004,0.5040000000000004,1.05,changed,false
min_bond_length,isotropic_scale,cn1_na_site,0.4800000000000004,0.5040000000000004,1.05,changed,false
mean_bond_length,isotropic_scale,cn1_na_site,0.4800000000000004,0.5040000000000004,1.05,changed,false
target_bond_center,isotropic_scale,cn1_na_site,2.42,2.42,1,invariant,true
poly_volume_mean,isotropic_scale,cn1_na_site,286.46172000000024,331.6152486150003,1.15763,changed,false
coordination_number_mean,isotropic_scale,cn1_na_site,1.0,1.0,1,invariant,false
ellipsoid_oblateness,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
direction_ratio,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
bottleneck_anisotropy,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
nana_composite,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
avg_na_neighbors,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
largest_component_ratio,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
network_dimension,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
component_count,isotropic_scale,cn1_na_site,1.0,1.0,1,invariant,false
na_concentration,isotropic_scale,cn1_na_site,0.25,0.25,1,invariant,true
na_occupancy_sum,isotropic_scale,cn1_na_site,1.0,1.0,1,invariant,false
na_site_count,isotropic_scale,cn1_na_site,1.0,1.0,1,invariant,false
interstitial_count,isotropic_scale,cn1_na_site,24.0,24.0,1,invariant,false
interstitial_na_distance,isotropic_scale,cn1_na_site,6.644094048670003,6.9762987511035055,1.05,changed,false
interstitial_channel_access,isotropic_scale,cn1_na_site,0.0,0.0,n/a,invariant,n/a
interstitial_network_dim,isotropic_scale,cn1_na_site,1.0,1.0,1,invariant,false
bvse_barrier_estimate,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,isotropic_scale,cn1_na_site,1.1134612334371354,nan,n/a,nan_introduced,n/a
framework_poly_distortion,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,isotropic_scale,cn1_na_site,0.0,nan,n/a,nan_introduced,n/a
framework_sharing_topology,isotropic_scale,cn1_na_site,0.0,nan,n/a,nan_introduced,n/a
nana_nana_angle_mean,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
path_tortuosity,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
na_x_en_diff,isotropic_scale,cn1_na_site,2.51,2.51,1,invariant,false
charge_balance_deviation,isotropic_scale,cn1_na_site,0.1111111111111111,0.1111111111111111,1,invariant,false
covalency_index,isotropic_scale,cn1_na_site,0.792997622442975,0.792997622442975,1,invariant,false
framework_d_electron_weighted,isotropic_scale,cn1_na_site,0.0,0.0,n/a,invariant,n/a
space_group_number,isotropic_scale,cn1_na_site,8.0,8.0,1,invariant,false
wyckoff_diversity,isotropic_scale,cn1_na_site,4.0,4.0,1,invariant,false
partial_occupancy_ratio,isotropic_scale,cn1_na_site,0.0,0.0,n/a,invariant,n/a
coordination_cv,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
volume_cv,isotropic_scale,cn1_na_site,nan,nan,n/a,nan_both,n/a
a2_max_dist,occupancy_split,cn1_na_site,0.4800000000000004,0.4800000000000004,,invariant,n/a
poly_distortion_mean,occupancy_split,cn1_na_site,nan,0.0,n/a,nan_introduced,n/a
max_bond_length,occupancy_split,cn1_na_site,0.4800000000000004,0.4800000000000004,,invariant,n/a
min_bond_length,occupancy_split,cn1_na_site,0.4800000000000004,0.4800000000000004,,invariant,n/a
mean_bond_length,occupancy_split,cn1_na_site,0.4800000000000004,0.4800000000000004,,invariant,n/a
target_bond_center,occupancy_split,cn1_na_site,2.42,2.42,,invariant,n/a
poly_volume_mean,occupancy_split,cn1_na_site,286.46172000000024,286.46172000000126,,invariant,n/a
coordination_number_mean,occupancy_split,cn1_na_site,1.0,2.0,,changed,n/a
ellipsoid_oblateness,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
direction_ratio,occupancy_split,cn1_na_site,nan,1.0,n/a,nan_introduced,n/a
bottleneck_anisotropy,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
nana_composite,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
avg_na_neighbors,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
largest_component_ratio,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
network_dimension,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
component_count,occupancy_split,cn1_na_site,1.0,1.0,,invariant,n/a
na_concentration,occupancy_split,cn1_na_site,0.25,0.2,,changed,n/a
na_occupancy_sum,occupancy_split,cn1_na_site,1.0,1.0,,invariant,n/a
na_site_count,occupancy_split,cn1_na_site,1.0,1.0,,invariant,n/a
interstitial_count,occupancy_split,cn1_na_site,24.0,24.0,,invariant,n/a
interstitial_na_distance,occupancy_split,cn1_na_site,6.644094048670003,6.644094048670002,,invariant,n/a
interstitial_channel_access,occupancy_split,cn1_na_site,0.0,0.0,,invariant,n/a
interstitial_network_dim,occupancy_split,cn1_na_site,1.0,1.0,,invariant,n/a
bvse_barrier_estimate,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,occupancy_split,cn1_na_site,1.1134612334371354,1.1134612334371354,,invariant,n/a
framework_poly_distortion,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,occupancy_split,cn1_na_site,0.0,0.0,,invariant,n/a
framework_sharing_topology,occupancy_split,cn1_na_site,0.0,0.0,,invariant,n/a
nana_nana_angle_mean,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
path_tortuosity,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
na_x_en_diff,occupancy_split,cn1_na_site,2.51,2.51,,invariant,n/a
charge_balance_deviation,occupancy_split,cn1_na_site,0.1111111111111111,0.1111111111111111,,invariant,n/a
covalency_index,occupancy_split,cn1_na_site,0.792997622442975,0.792997622442975,,invariant,n/a
framework_d_electron_weighted,occupancy_split,cn1_na_site,0.0,0.0,,invariant,n/a
space_group_number,occupancy_split,cn1_na_site,8.0,nan,n/a,nan_introduced,n/a
wyckoff_diversity,occupancy_split,cn1_na_site,4.0,nan,n/a,nan_introduced,n/a
partial_occupancy_ratio,occupancy_split,cn1_na_site,0.0,0.4,,changed,n/a
coordination_cv,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
volume_cv,occupancy_split,cn1_na_site,nan,nan,n/a,nan_both,n/a
a2_max_dist,geometry_jitter,cn1_na_site,0.4800000000000004,0.4664418159625282,,changed,n/a
poly_distortion_mean,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
max_bond_length,geometry_jitter,cn1_na_site,0.4800000000000004,0.4664418159625282,,changed,n/a
min_bond_length,geometry_jitter,cn1_na_site,0.4800000000000004,0.4664418159625282,,changed,n/a
mean_bond_length,geometry_jitter,cn1_na_site,0.4800000000000004,0.4664418159625282,,changed,n/a
target_bond_center,geometry_jitter,cn1_na_site,2.42,2.42,,invariant,n/a
poly_volume_mean,geometry_jitter,cn1_na_site,286.46172000000024,277.9379781701237,,changed,n/a
coordination_number_mean,geometry_jitter,cn1_na_site,1.0,1.0,,invariant,n/a
ellipsoid_oblateness,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
direction_ratio,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
bottleneck_anisotropy,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
nana_composite,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
avg_na_neighbors,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
largest_component_ratio,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
network_dimension,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
component_count,geometry_jitter,cn1_na_site,1.0,1.0,,invariant,n/a
na_concentration,geometry_jitter,cn1_na_site,0.25,0.25,,invariant,n/a
na_occupancy_sum,geometry_jitter,cn1_na_site,1.0,1.0,,invariant,n/a
na_site_count,geometry_jitter,cn1_na_site,1.0,1.0,,invariant,n/a
interstitial_count,geometry_jitter,cn1_na_site,24.0,24.0,,invariant,n/a
interstitial_na_distance,geometry_jitter,cn1_na_site,6.644094048670003,6.611078197507947,,changed,n/a
interstitial_channel_access,geometry_jitter,cn1_na_site,0.0,0.0,,invariant,n/a
interstitial_network_dim,geometry_jitter,cn1_na_site,1.0,1.0,,invariant,n/a
bvse_barrier_estimate,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,geometry_jitter,cn1_na_site,1.1134612334371354,1.1044971595817148,,changed,n/a
framework_poly_distortion,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,geometry_jitter,cn1_na_site,0.0,0.0,,invariant,n/a
framework_sharing_topology,geometry_jitter,cn1_na_site,0.0,0.0,,invariant,n/a
nana_nana_angle_mean,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
path_tortuosity,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
na_x_en_diff,geometry_jitter,cn1_na_site,2.51,2.51,,invariant,n/a
charge_balance_deviation,geometry_jitter,cn1_na_site,0.1111111111111111,0.1111111111111111,,invariant,n/a
covalency_index,geometry_jitter,cn1_na_site,0.792997622442975,0.792997622442975,,invariant,n/a
framework_d_electron_weighted,geometry_jitter,cn1_na_site,0.0,0.0,,invariant,n/a
space_group_number,geometry_jitter,cn1_na_site,8.0,1.0,,changed,n/a
wyckoff_diversity,geometry_jitter,cn1_na_site,4.0,4.0,,invariant,n/a
partial_occupancy_ratio,geometry_jitter,cn1_na_site,0.0,0.0,,invariant,n/a
coordination_cv,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
volume_cv,geometry_jitter,cn1_na_site,nan,nan,n/a,nan_both,n/a
a2_max_dist,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_distortion_mean,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
max_bond_length,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
min_bond_length,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
mean_bond_length,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
target_bond_center,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_volume_mean,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
coordination_number_mean,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
ellipsoid_oblateness,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
direction_ratio,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
bottleneck_anisotropy,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_composite,site_permutation,single_anion_o,0.0625,0.0625,,invariant,n/a
avg_na_neighbors,site_permutation,single_anion_o,2.0,2.0,,invariant,n/a
largest_component_ratio,site_permutation,single_anion_o,1.0,1.0,,invariant,n/a
network_dimension,site_permutation,single_anion_o,0.0,0.0,,invariant,n/a
component_count,site_permutation,single_anion_o,1.0,1.0,,invariant,n/a
na_concentration,site_permutation,single_anion_o,0.5,0.5,,invariant,n/a
na_occupancy_sum,site_permutation,single_anion_o,4.0,4.0,,invariant,n/a
na_site_count,site_permutation,single_anion_o,4.0,4.0,,invariant,n/a
interstitial_count,site_permutation,single_anion_o,44.0,44.0,,invariant,n/a
interstitial_na_distance,site_permutation,single_anion_o,3.461391041074474,3.461391041074474,,invariant,n/a
interstitial_channel_access,site_permutation,single_anion_o,0.09090909090909091,0.09090909090909091,,invariant,n/a
interstitial_network_dim,site_permutation,single_anion_o,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,site_permutation,single_anion_o,90.0,90.0,,invariant,n/a
nana_second_neighbor_dist,site_permutation,single_anion_o,4.0,4.0,,invariant,n/a
path_tortuosity,site_permutation,single_anion_o,1.0,1.0,,invariant,n/a
nana_spacing_uniformity,site_permutation,single_anion_o,0.17157287525381,0.17157287525381,,invariant,n/a
na_x_en_diff,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
charge_balance_deviation,site_permutation,single_anion_o,0.3333333333333333,0.3333333333333333,,invariant,n/a
covalency_index,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_d_electron_weighted,site_permutation,single_anion_o,nan,nan,n/a,nan_both,n/a
space_group_number,site_permutation,single_anion_o,129.0,129.0,,invariant,n/a
wyckoff_diversity,site_permutation,single_anion_o,2.0,2.0,,invariant,n/a
partial_occupancy_ratio,site_permutation,single_anion_o,0.0,0.0,,invariant,n/a
coordination_cv,site_permutation,single_anion_o,0.0,0.0,,invariant,n/a
volume_cv,site_permutation,single_anion_o,1.5020374708722993e-16,9.499719077750571e-17,,invariant,n/a
a2_max_dist,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_distortion_mean,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
max_bond_length,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
min_bond_length,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
mean_bond_length,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
target_bond_center,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_volume_mean,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
coordination_number_mean,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
ellipsoid_oblateness,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
direction_ratio,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
bottleneck_anisotropy,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_composite,origin_shift,single_anion_o,0.0625,0.0625,,invariant,n/a
avg_na_neighbors,origin_shift,single_anion_o,2.0,2.0,,invariant,n/a
largest_component_ratio,origin_shift,single_anion_o,1.0,1.0,,invariant,n/a
network_dimension,origin_shift,single_anion_o,0.0,0.0,,invariant,n/a
component_count,origin_shift,single_anion_o,1.0,1.0,,invariant,n/a
na_concentration,origin_shift,single_anion_o,0.5,0.5,,invariant,n/a
na_occupancy_sum,origin_shift,single_anion_o,4.0,4.0,,invariant,n/a
na_site_count,origin_shift,single_anion_o,4.0,4.0,,invariant,n/a
interstitial_count,origin_shift,single_anion_o,44.0,44.0,,invariant,n/a
interstitial_na_distance,origin_shift,single_anion_o,3.461391041074474,3.461391041074474,,invariant,n/a
interstitial_channel_access,origin_shift,single_anion_o,0.09090909090909091,0.09090909090909091,,invariant,n/a
interstitial_network_dim,origin_shift,single_anion_o,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,origin_shift,single_anion_o,90.0,90.0,,invariant,n/a
nana_second_neighbor_dist,origin_shift,single_anion_o,4.0,4.0,,invariant,n/a
path_tortuosity,origin_shift,single_anion_o,1.0,1.0,,invariant,n/a
nana_spacing_uniformity,origin_shift,single_anion_o,0.17157287525381,0.17157287525381,,invariant,n/a
na_x_en_diff,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
charge_balance_deviation,origin_shift,single_anion_o,0.3333333333333333,0.3333333333333333,,invariant,n/a
covalency_index,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_d_electron_weighted,origin_shift,single_anion_o,nan,nan,n/a,nan_both,n/a
space_group_number,origin_shift,single_anion_o,129.0,129.0,,invariant,n/a
wyckoff_diversity,origin_shift,single_anion_o,2.0,2.0,,invariant,n/a
partial_occupancy_ratio,origin_shift,single_anion_o,0.0,0.0,,invariant,n/a
coordination_cv,origin_shift,single_anion_o,0.0,0.0,,invariant,n/a
volume_cv,origin_shift,single_anion_o,1.5020374708722993e-16,2.42196264755499e-16,,invariant,n/a
a2_max_dist,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_distortion_mean,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
max_bond_length,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
min_bond_length,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
mean_bond_length,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
target_bond_center,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_volume_mean,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
coordination_number_mean,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
ellipsoid_oblateness,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
direction_ratio,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
bottleneck_anisotropy,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_composite,lattice_rotation,single_anion_o,0.0625,0.0625,,invariant,n/a
avg_na_neighbors,lattice_rotation,single_anion_o,2.0,2.0,,invariant,n/a
largest_component_ratio,lattice_rotation,single_anion_o,1.0,1.0,,invariant,n/a
network_dimension,lattice_rotation,single_anion_o,0.0,0.0,,invariant,n/a
component_count,lattice_rotation,single_anion_o,1.0,1.0,,invariant,n/a
na_concentration,lattice_rotation,single_anion_o,0.5,0.5,,invariant,n/a
na_occupancy_sum,lattice_rotation,single_anion_o,4.0,4.0,,invariant,n/a
na_site_count,lattice_rotation,single_anion_o,4.0,4.0,,invariant,n/a
interstitial_count,lattice_rotation,single_anion_o,44.0,44.0,,invariant,n/a
interstitial_na_distance,lattice_rotation,single_anion_o,3.461391041074474,3.4613910410744735,,invariant,n/a
interstitial_channel_access,lattice_rotation,single_anion_o,0.09090909090909091,0.09090909090909091,,invariant,n/a
interstitial_network_dim,lattice_rotation,single_anion_o,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,lattice_rotation,single_anion_o,90.0,90.0,,invariant,n/a
nana_second_neighbor_dist,lattice_rotation,single_anion_o,4.0,4.0,,invariant,n/a
path_tortuosity,lattice_rotation,single_anion_o,1.0,1.0,,invariant,n/a
nana_spacing_uniformity,lattice_rotation,single_anion_o,0.17157287525381,0.1715728752538099,,invariant,n/a
na_x_en_diff,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
charge_balance_deviation,lattice_rotation,single_anion_o,0.3333333333333333,0.3333333333333333,,invariant,n/a
covalency_index,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_d_electron_weighted,lattice_rotation,single_anion_o,nan,nan,n/a,nan_both,n/a
space_group_number,lattice_rotation,single_anion_o,129.0,129.0,,invariant,n/a
wyckoff_diversity,lattice_rotation,single_anion_o,2.0,2.0,,invariant,n/a
partial_occupancy_ratio,lattice_rotation,single_anion_o,0.0,0.0,,invariant,n/a
coordination_cv,lattice_rotation,single_anion_o,0.0,0.0,,invariant,n/a
volume_cv,lattice_rotation,single_anion_o,1.5020374708722993e-16,3.974017607828529e-16,,invariant,n/a
a2_max_dist,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_distortion_mean,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
max_bond_length,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
min_bond_length,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
mean_bond_length,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
target_bond_center,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_volume_mean,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
coordination_number_mean,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
ellipsoid_oblateness,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
direction_ratio,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
bottleneck_anisotropy,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_composite,supercell,single_anion_o,0.0625,0.1875,3,changed,n/a
avg_na_neighbors,supercell,single_anion_o,2.0,3.0,1.5,changed,n/a
largest_component_ratio,supercell,single_anion_o,1.0,1.0,1,invariant,n/a
network_dimension,supercell,single_anion_o,0.0,1.0,n/a,changed,n/a
component_count,supercell,single_anion_o,1.0,1.0,1,invariant,n/a
na_concentration,supercell,single_anion_o,0.5,0.5,1,invariant,n/a
na_occupancy_sum,supercell,single_anion_o,4.0,8.0,2,changed,n/a
na_site_count,supercell,single_anion_o,4.0,8.0,2,changed,n/a
interstitial_count,supercell,single_anion_o,44.0,88.0,2,changed,n/a
interstitial_na_distance,supercell,single_anion_o,3.461391041074474,3.461391041074474,1,invariant,n/a
interstitial_channel_access,supercell,single_anion_o,0.09090909090909091,0.09090909090909091,1,invariant,n/a
interstitial_network_dim,supercell,single_anion_o,2.0,2.0,1,invariant,n/a
bvse_barrier_estimate,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,supercell,single_anion_o,90.0,89.99999786658401,1,numerical_noise,n/a
nana_second_neighbor_dist,supercell,single_anion_o,4.0,4.0,1,invariant,n/a
path_tortuosity,supercell,single_anion_o,1.0,1.0,1,invariant,n/a
nana_spacing_uniformity,supercell,single_anion_o,0.17157287525381,0.3251025499927677,1.89484,changed,n/a
na_x_en_diff,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
charge_balance_deviation,supercell,single_anion_o,0.3333333333333333,0.3333333333333333,1,invariant,n/a
covalency_index,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_d_electron_weighted,supercell,single_anion_o,nan,nan,n/a,nan_both,n/a
space_group_number,supercell,single_anion_o,129.0,129.0,1,invariant,n/a
wyckoff_diversity,supercell,single_anion_o,2.0,2.0,1,invariant,n/a
partial_occupancy_ratio,supercell,single_anion_o,0.0,0.0,n/a,invariant,n/a
coordination_cv,supercell,single_anion_o,0.0,0.0,n/a,invariant,n/a
volume_cv,supercell,single_anion_o,1.5020374708722993e-16,1.0621008812500943e-16,n/a,invariant,n/a
a2_max_dist,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_distortion_mean,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
max_bond_length,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
min_bond_length,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
mean_bond_length,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
target_bond_center,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
poly_volume_mean,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
coordination_number_mean,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
ellipsoid_oblateness,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
direction_ratio,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
bottleneck_anisotropy,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_composite,isotropic_scale,single_anion_o,0.0625,0.0625,1,invariant,false
avg_na_neighbors,isotropic_scale,single_anion_o,2.0,2.0,1,invariant,false
largest_component_ratio,isotropic_scale,single_anion_o,1.0,1.0,1,invariant,false
network_dimension,isotropic_scale,single_anion_o,0.0,0.0,n/a,invariant,n/a
component_count,isotropic_scale,single_anion_o,1.0,1.0,1,invariant,false
na_concentration,isotropic_scale,single_anion_o,0.5,0.5,1,invariant,true
na_occupancy_sum,isotropic_scale,single_anion_o,4.0,4.0,1,invariant,false
na_site_count,isotropic_scale,single_anion_o,4.0,4.0,1,invariant,false
interstitial_count,isotropic_scale,single_anion_o,44.0,44.0,1,invariant,false
interstitial_na_distance,isotropic_scale,single_anion_o,3.461391041074474,3.6344605931281975,1.05,changed,false
interstitial_channel_access,isotropic_scale,single_anion_o,0.09090909090909091,0.0,0.00000,collapsed_to_zero,true
interstitial_network_dim,isotropic_scale,single_anion_o,2.0,2.0,1,invariant,false
bvse_barrier_estimate,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_poly_distortion,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_na_distance_stability,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
framework_sharing_topology,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
nana_nana_angle_mean,isotropic_scale,single_anion_o,90.0,90.0,1,invariant,false
nana_second_neighbor_dist,isotropic_scale,single_anion_o,4.0,4.199999999999999,1.05,changed,false
path_tortuosity,isotropic_scale,single_anion_o,1.0,1.0,1,invariant,false
nana_spacing_uniformity,isotropic_scale,single_anion_o,0.17157287525381,0.17157287525380988,1,invariant,false
na_x_en_diff,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
charge_balance_deviation,isotropic_scale,single_anion_o,0.3333333333333333,0.3333333333333333,1,invariant,false
covalency_index,isotropic_scale,single_anion_o,nan,nan,n/a,nan_both,n/a
