descriptor,transform,structure,value_before,value_after,ratio,verdict,dimension_declaration_conflict
framework_na_distance_stability,occupancy_split,mixed_anion,0.17157287525380996,0.17157287525380996,,invariant,n/a
framework_sharing_topology,occupancy_split,mixed_anion,1.0,1.0,,invariant,n/a
nana_nana_angle_mean,occupancy_split,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,occupancy_split,mixed_anion,nan,nan,n/a,nan_both,n/a
path_tortuosity,occupancy_split,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,occupancy_split,mixed_anion,0.0,0.0,,invariant,n/a
na_x_en_diff,occupancy_split,mixed_anion,2.614,2.596666666666667,,changed,n/a
charge_balance_deviation,occupancy_split,mixed_anion,0.4666666666666667,0.4666666666666667,,invariant,n/a
covalency_index,occupancy_split,mixed_anion,0.8041296022480828,0.8022742722805649,,changed,n/a
framework_d_electron_weighted,occupancy_split,mixed_anion,0.5,0.5,,invariant,n/a
space_group_number,occupancy_split,mixed_anion,1.0,nan,n/a,nan_introduced,n/a
wyckoff_diversity,occupancy_split,mixed_anion,7.0,nan,n/a,nan_introduced,n/a
partial_occupancy_ratio,occupancy_split,mixed_anion,0.0,0.25,,changed,n/a
coordination_cv,occupancy_split,mixed_anion,0.16129032258064516,nan,n/a,nan_introduced,n/a
volume_cv,occupancy_split,mixed_anion,0.19210186172022045,0.19210186172022045,,invariant,n/a
a2_max_dist,geometry_jitter,mixed_anion,3.4641016151377544,3.5612618987316154,,changed,n/a
poly_distortion_mean,geometry_jitter,mixed_anion,0.046070182678574816,0.055991627411495465,,changed,n/a
max_bond_length,geometry_jitter,mixed_anion,3.4641016151377544,3.5612618987316154,,changed,n/a
min_bond_length,geometry_jitter,mixed_anion,3.1462643699419726,3.14577688490303,,changed,n/a
mean_bond_length,geometry_jitter,mixed_anion,3.3581558667391604,3.3867030225539025,,changed,n/a
target_bond_center,geometry_jitter,mixed_anion,2.533333333333333,2.533333333333333,,invariant,n/a
poly_volume_mean,geometry_jitter,mixed_anion,81.6648148148148,81.95227658524962,,changed,n/a
coordination_number_mean,geometry_jitter,mixed_anion,2.5,2.5,,invariant,n/a
ellipsoid_oblateness,geometry_jitter,mixed_anion,2.000000000000001,2.018870971889866,,changed,n/a
direction_ratio,geometry_jitter,mixed_anion,1.0,1.0443649053940303,,changed,n/a
bottleneck_anisotropy,geometry_jitter,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_composite,geometry_jitter,mixed_anion,0.0,0.0,,invariant,n/a
avg_na_neighbors,geometry_jitter,mixed_anion,0.0,0.0,,invariant,n/a
largest_component_ratio,geometry_jitter,mixed_anion,0.5,0.5,,invariant,n/a
network_dimension,geometry_jitter,mixed_anion,0.0,0.0,,invariant,n/a
component_count,geometry_jitter,mixed_anion,2.0,2.0,,invariant,n/a
na_concentration,geometry_jitter,mixed_anion,0.2857142857142857,0.2857142857142857,,invariant,n/a
na_occupancy_sum,geometry_jitter,mixed_anion,2.0,2.0,,invariant,n/a
na_site_count,geometry_jitter,mixed_anion,2.0,2.0,,invariant,n/a
interstitial_count,geometry_jitter,mixed_anion,39.0,39.0,,invariant,n/a
interstitial_na_distance,geometry_jitter,mixed_anion,3.470415540000379,3.4609131022752204,,changed,n/a
interstitial_channel_access,geometry_jitter,mixed_anion,0.1282051282051282,0.10256410256410256,,changed,n/a
interstitial_network_dim,geometry_jitter,mixed_anion,2.0,2.0,,invariant,n/a
bvse_barrier_estimate,geometry_jitter,mixed_anion,nan,nan,n/a,nan_both,n/a
framework_bond_rigidity,geometry_jitter,mixed_anion,1.0745187615662664,1.0743752667007123,,changed,n/a
framework_poly_distortion,geometry_jitter,mixed_anion,0.09214036535714963,0.08977070396742162,,changed,n/a
framework_na_distance_stability,geometry_jitter,mixed_anion,0.17157287525380996,0.166253459410869,,changed,n/a
framework_sharing_topology,geometry_jitter,mixed_anion,1.0,1.0,,invariant,n/a
nana_nana_angle_mean,geometry_jitter,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_second_neighbor_dist,geometry_jitter,mixed_anion,nan,nan,n/a,nan_both,n/a
path_tortuosity,geometry_jitter,mixed_anion,nan,nan,n/a,nan_both,n/a
nana_spacing_uniformity,geometry_jitter,mixed_anion,0.0,0.0,,invariant,n/a
na_x_en_diff,geometry_jitter,mixed_anion,2.614,2.614,,invariant,n/a
charge_balance_deviation,geometry_jitter,mixed_anion,0.4666666666666667,0.4666666666666667,,invariant,n/a
covalency_index,geometry_jitter,mixed_anion,0.8041296022480828,0.8041296022480828,,invariant,n/a
framework_d_electron_weighted,geometry_jitter,mixed_anion,0.5,0.5,,invariant,n/a
space_group_number,geometry_jitter,mixed_anion,1.0,1.0,,invariant,n/a
wyckoff_diversity,geometry_jitter,mixed_anion,7.0,7.0,,invariant,n/a
partial_occupancy_ratio,geometry_jitter,mixed_anion,0.0,0.0,,invariant,n/a
coordination_cv,geometry_jitter,mixed_anion,0.16129032258064516,0.1875,,changed,n/a
volume_cv,geometry_jitter,mixed_anion,0.19210186172022045,0.19370284750689734,,changed,n/a
