auid,compound,status,output_file,source_file,source_url,aurl,catalog,species,nspecies,natoms,spacegroup_orig,spacegroup_relax,pearson_orig,pearson_relax,prototype_orig,prototype_relax,band_gap_eV,formation_enthalpy_eV_atom,aflowlib_date,aflowlib_version,error
aflow:5867620e5e602fc6,In1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\In1Na1S2__ICSD__5867620e5e602fc6.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/In1Na1S2_ICSD_640037,ICSD,"In,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,1.9216,None,"['20140927_19:31:41_GMT-4', '20140927_23:36:15_GMT-4', '20210818_02:15:26_GMT-4']",3.2.11,
aflow:5971964479616025,Gd1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Gd1Na1S2__ICSD__5971964479616025.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Gd1Na1S2_ICSD_37332,ICSD,"Gd,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,2.0752,None,"['20150429_08:23:07_GMT-4', '20150429_18:32:59_GMT-4', '20210815_18:17:52_GMT-4']",3.2.11,
aflow:597ecaab03e5f678,Na2P4S12Sb2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2P4S12Sb2__ICSD__597ecaab03e5f678.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Na1P2S6Sb1_ICSD_155270,ICSD,"Na,P,S,Sb",4,20,4,4,mP20,mP20,AB2C6D_mP20_4_a_2a_6a_a,AB2C6D_mP20_4_a_2a_6a_a,2.1322,-0.466082,"['20150120_22:12:50_GMT-5', '20150123_05:01:15_GMT-5', '20210527_10:55:00_GMT-5']",3.2.9,
aflow:5a1d72050d65f389,Na2S1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2S1__ICSD__5a1d72050d65f389.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2S1_ICSD_656376,ICSD,"Na,S",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.4898,-1.0753,"['20140925_21:25:47_GMT-5', '20140925_22:24:07_GMT-5', '20210523_19:54:48_GMT-5']",3.2.9,
aflow:5cdfd652ca247ed2,Na2S4Sb2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2S4Sb2__ICSD__5cdfd652ca247ed2.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na1S2Sb1_ICSD_2481,ICSD,"Na,S,Sb",3,8,15,15,mS16,mS16,AB2C_mC16_15_e_f_e,AB2C_mC16_15_e_f_e,0.9196,-0.743405,"['20141214_20:44:57_GMT-5', '20141215_02:22:39_GMT-5', '20210528_08:06:07_GMT-5']",3.2.9,
aflow:5da58f1202a47738,C4N4Na4S4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\C4N4Na4S4__ICSD__5da58f1202a47738.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/C1N1Na1S1_ICSD_2005,ICSD,"C,N,Na,S",4,16,62,62,oP16,oP16,ABCD_oP16_62_c_c_c_c,ABCD_oP16_62_c_c_c_c,4.1828,-0.374433,"['20140806_20:09:31_GMT-4', '20140808_15:05:48_GMT-4', '20210901_17:57:59_GMT-4']",3.2.11,
aflow:5db73d703b3b7767,Na6P2S8,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na6P2S8__ICSD__5db73d703b3b7767.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Na3P1S4_ICSD_72860,ICSD,"Na,P,S",3,16,114,114,tP16,tP16,A3BC4_tP16_114_ad_b_e,A3BC4_tP16_114_ad_b_e,2.2629,-0.895003,"['20141230_21:25:42_GMT-5', '20141231_00:26:25_GMT-5', '20210601_17:48:47_GMT-5']",3.2.9,
aflow:6151cb949269a389,Mn8Na8S12,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Mn8Na8S12__ICSD__6151cb949269a389.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Mn2Na2S3_ICSD_36209,ICSD,"Mn,Na,S",3,28,15,15,mS56,mS56,A2B2C3_mC56_15_2f_2ef_3f,A2B2C3_mC56_15_2f_2ef_3f,1.7092,None,"['20160727_12:59:19_GMT-4', '20160730_07:32:24_GMT-4', '20210815_16:01:04_GMT-4']",3.2.11,
aflow:61ca4d1fbd98d29d,Gd1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Gd1Na1S2__ICSD__61ca4d1fbd98d29d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Gd1Na1S2_ICSD_635999,ICSD,"Gd,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,2.0856,None,"['20140926_16:16:16_GMT-4', '20140927_08:33:49_GMT-4', '20210815_20:14:50_GMT-4']",3.2.11,
aflow:642725db499a1707,Na2S4Sb2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2S4Sb2__ICSD__642725db499a1707.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na1S2Sb1_ICSD_49016,ICSD,"Na,S,Sb",3,8,12,12,mS16,mS16,AB2C_mC16_12_i_2i_i,AB2C_mC16_12_i_2i_i,0.4259,-0.725977,"['20141221_11:33:43_GMT-5', '20141222_00:33:04_GMT-5', '20210528_08:07:06_GMT-5']",3.2.9,
aflow:68a13539c9194940,In1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\In1Na1S2__ICSD__68a13539c9194940.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/In1Na1S2_ICSD_25557,ICSD,"In,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,1.9152,None,"['20141226_05:36:56_GMT-5', '20141226_11:04:34_GMT-5', '20210815_16:35:04_GMT-4']",3.2.11,
aflow:68d2c77340a7f3a8,In4Na12S12,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\In4Na12S12__ICSD__68d2c77340a7f3a8.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/In2Na6S6_ICSD_300165,ICSD,"In,Na,S",3,28,15,15,mS56,mS56,AB3C3_mC56_15_f_2e2f_3f,AB3C3_mC56_15_f_2e2f_3f,2.3287,None,"['20160621_19:23:36_GMT-4', '20160623_20:41:33_GMT-4', '20210818_19:13:27_GMT-4']",3.2.11,
aflow:6afb28dbae744517,Cu4Na1S4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Cu4Na1S4__ICSD__6afb28dbae744517.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cu4Na1S4_ICSD_81306,ICSD,"Cu,Na,S",3,9,164,164,hP9,hP9,A4BC4_hP9_164_2d_a_cd,A4BC4_hP9_164_2d_a_cd,0,None,"['20150115_02:10:04_GMT-5', '20150115_08:16:43_GMT-5', '20210817_12:05:37_GMT-4']",3.2.11,
aflow:6c1834465c390db4,Na8S4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na8S4__ICSD__6c1834465c390db4.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Na2S1_ICSD_92771,ICSD,"Na,S",2,12,62,62,oP12,oP12,A2B_oP12_62_2c_c,A2B_oP12_62_2c_c,2.176,-1.03586,"['20141211_00:03:20_GMT-5', '20141211_07:19:03_GMT-5', '20210622_03:29:34_GMT-5']",3.2.9,
aflow:6d6ffda2f9dfa751,Na12S12Sb4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na12S12Sb4__ICSD__6d6ffda2f9dfa751.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Na3S3Sb1_ICSD_425458,ICSD,"Na,S,Sb",3,28,198,198,cP28,cP28,A3B3C_cP28_198_3a_b_a,A3B3C_cP28_198_3a_b_a,2.3956,-0.908489,"['20150623_17:32:46_GMT-5', '20150624_00:56:44_GMT-5', '20210708_14:26:40_GMT-5']",3.2.10,
aflow:71f7248ca660db10,Er1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Er1Na1S2__ICSD__71f7248ca660db10.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Er1Na1S2_ICSD_630806,ICSD,"Er,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,2.32,None,"['20140928_04:23:04_GMT-4', '20140928_09:04:59_GMT-4', '20210817_04:22:33_GMT-4']",3.2.11,
aflow:72d8888a3d1748fd,Na1S2Sc1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1S2Sc1__ICSD__72d8888a3d1748fd.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1S2Sc1_ICSD_644971,ICSD,"Na,S,Sc",3,4,166,166,hR4,hR4,AB2C_hR4_166_b_c_a,AB2C_hR4_166_b_c_a,2.0729,None,"['20140927_18:22:27_GMT-4', '20140928_02:10:40_GMT-4', '20210817_00:41:15_GMT-4']",3.2.11,
aflow:734b308a9fb62b69,Ge4Na8S12,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Ge4Na8S12__ICSD__734b308a9fb62b69.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ge1Na2S3_ICSD_653637,ICSD,"Ge,Na,S",3,24,14,14,mP24,mP24,AB2C3_mP24_14_e_2e_3e,AB2C3_mP24_14_e_2e_3e,2.4678,-0.843801,"['20130522_17:04:33_GMT-5', '20130523_14:20:05_GMT-5', '20210527_05:48:33_GMT-5']",3.2.9,
aflow:762eadfd1a3b57fc,Na1Nd1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1Nd1S2__ICSD__762eadfd1a3b57fc.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1Nd1S2_ICSD_644913,ICSD,"Na,Nd,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_b_a_c,ABC2_hR4_166_b_a_c,2.2024,None,"['20140927_04:21:41_GMT-4', '20140928_06:02:33_GMT-4', '20210817_11:43:55_GMT-4']",3.2.11,
aflow:76675236521bb765,Cr1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Cr1Na1S2__ICSD__76675236521bb765.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cr1Na1S2_ICSD_660322,ICSD,"Cr,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,1.2831,None,"['20140927_05:08:10_GMT-4', '20140927_12:41:49_GMT-4', '20210818_04:29:21_GMT-4']",3.2.11,
aflow:7714bde0cc0c4497,Na2S1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2S1__ICSD__7714bde0cc0c4497.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2S1_ICSD_60436,ICSD,"Na,S",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.4863,-1.07538,"['20140925_19:52:20_GMT-5', '20140925_21:24:04_GMT-5', '20210523_19:53:17_GMT-5']",3.2.9,
aflow:78a1c88efb579851,Cu2Na2S6Zr2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Cu2Na2S6Zr2__ICSD__78a1c88efb579851.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cu1Na1S3Zr1_ICSD_73887,ICSD,"Cu,Na,S,Zr",4,12,63,63,oS24,oS24,ABC3D_oC24_63_c_c_cf_a,ABC3D_oC24_63_c_c_cf_a,0.6708,None,"['20141129_20:21:37_GMT-5', '20141130_07:17:59_GMT-5', '20210816_15:47:44_GMT-4']",3.2.11,
aflow:7a0f36b263282aff,Na1S1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1S1__ICSD__7a0f36b263282aff.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na1S1_ICSD_182222,ICSD,"Na,S",2,2,225,225,cF8,cF8,AB_cF8_225_a_b,AB_cF8_225_a_b,0,-0.333116,"['20140925_11:27:45_GMT-5', '20140925_13:26:00_GMT-5', '20210523_19:47:39_GMT-5']",3.2.9,
aflow:7a3f86684342796e,B8Na8S20,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\B8Na8S20__ICSD__7a3f86684342796e.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B2Na2S5_ICSD_401724,ICSD,"B,Na,S",3,36,62,62,oP36,oP36,A2B2C5_oP36_62_2c_d_5c,A2B2C5_oP36_62_2c_d_5c,2.6121,-0.701839,"['20140823_09:58:48_GMT-5', '20140825_23:04:35_GMT-5', '20210528_17:20:59_GMT-5']",3.2.9,
aflow:801c53e2d39e68bd,F3Na1S1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\F3Na1S1__LIB3__801c53e2d39e68bd.cif,,,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/FNa_svS/T0009.CBA,LIB3,"F,Na,S",3,5,221,221,cP5,cP5,A3BC_cP5_221_c_b_a,A3BC_cP5_221_c_b_a,0,-0.674228,20200611_14:43:48_GMT-5,3.2.3,
aflow:81500ef45d6a3010,F3Na1S1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\F3Na1S1__LIB3__81500ef45d6a3010.cif,,,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/FNa_svS/T0009.BCA,LIB3,"F,Na,S",3,5,221,221,cP5,cP5,A3BC_cP5_221_c_a_b,A3BC_cP5_221_c_a_b,0,-1.27206,20200611_14:43:44_GMT-5,3.2.3,
aflow:83a4b5992deeaf6f,Na1S2Sn1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1S2Sn1__LIB3__83a4b5992deeaf6f.cif,,,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/Na_svSSn/T0001.AB2C:LDAU2,LIB3,"Na,S,Sn",3,4,225,225,cF16,cF16,AB2C_cF16_225_a_c_b,AB2C_cF16_225_a_c_b,0,None,"['20210821_04:20:16_GMT-4', '20210821_04:39:17_GMT-4', '20210823_16:23:51_GMT-4']",3.2.11,
aflow:83aeedb2a15cde48,Ho1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Ho1Na1S2__ICSD__83aeedb2a15cde48.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Ho1Na1S2_ICSD_73480,ICSD,"Ho,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,2.3109,-1.85766,"['20140927_13:54:08_GMT-5', '20140927_17:49:50_GMT-5', '20210601_00:44:36_GMT-5']",3.2.9,
aflow:83c7cd08d230121c,Na8S20Si8,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na8S20Si8__ICSD__83c7cd08d230121c.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na2S5Si2_ICSD_166532,ICSD,"Na,S,Si",3,36,63,63,oS72,oS72,A2B5C2_oC72_63_eg_2cfgh_fg,A2B5C2_oC72_63_eg_2cfgh_fg,3.5236,-0.92308,"['20130106_11:37:40_GMT-5', '20130109_00:51:59_GMT-5', '20210530_14:43:13_GMT-5']",3.2.9,
aflow:84b98da23dee1df6,Na8S16,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na8S16__ICSD__84b98da23dee1df6.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Na2S4_ICSD_2586,ICSD,"Na,S",2,24,122,122,tI48,tI48,AB2_tI48_122_cd_2e,AB2_tI48_122_cd_2e,1.995,-0.587857,"['20140629_19:27:49_GMT-5', '20140701_10:14:47_GMT-5', '20210521_17:54:29_GMT-5']",3.2.9,
aflow:8a34f1edd2f546fc,Na8S20Si8,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na8S20Si8__ICSD__8a34f1edd2f546fc.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na4S10Si4_ICSD_66867,ICSD,"Na,S,Si",3,36,63,63,oS72,oS72,A2B5C2_oC72_63_eg_2cfgh_fg,A2B5C2_oC72_63_eg_2cfgh_fg,3.5173,-0.922927,"['20170419_18:55:43_GMT-5', '20170420_05:44:07_GMT-5', '20210530_14:52:46_GMT-5']",3.2.9,
aflow:8caeac3a2dc146d5,Co2Na12S8,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Co2Na12S8__ICSD__8caeac3a2dc146d5.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Co1Na6S4_ICSD_82348,ICSD,"Co,Na,S",3,22,186,186,hP22,hP22,AB6C4_hP22_186_b_2c_bc,AB6C4_hP22_186_b_2c_bc,2.1925,None,"['20160123_14:17:11_GMT-5', '20160124_16:02:00_GMT-5', '20210816_13:55:34_GMT-4']",3.2.11,
aflow:9179da1f53ed44aa,Er1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Er1Na1S2__ICSD__9179da1f53ed44aa.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Er1Na1S2_ICSD_73481,ICSD,"Er,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,2.3115,None,"['20140927_06:53:08_GMT-4', '20140927_11:40:58_GMT-4', '20210815_22:11:57_GMT-4']",3.2.11,
aflow:924a5fcc3530cc2d,Au2Na6S4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Au2Na6S4__ICSD__924a5fcc3530cc2d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Au1Na3S2_ICSD_202329,ICSD,"Au,Na,S",3,12,167,167,hR12,hR12,AB3C2_hR12_167_b_e_c,AB3C2_hR12_167_b_e_c,2.3693,None,"['20141216_02:38:44_GMT-5', '20141216_07:18:31_GMT-5', '20210816_03:21:56_GMT-4']",3.2.11,
aflow:94587ad1b3074600,C2Na4S6,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\C2Na4S6__ICSD__94587ad1b3074600.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2S3_ICSD_73094,ICSD,"C,Na,S",3,12,15,15,mS24,mS24,AB2C3_mC24_15_e_f_ef,AB2C3_mC24_15_e_f_ef,1.1833,-0.47855,"['20150612_00:53:15_GMT-5', '20150612_09:40:44_GMT-5', '20210527_20:12:25_GMT-5']",3.2.9,
aflow:95d67d501056d8c2,Na4S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na4S2__ICSD__95d67d501056d8c2.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na2S1_ICSD_92772,ICSD,"Na,S",2,6,194,194,hP6,hP6,A2B_hP6_194_ad_c,A2B_hP6_194_ad_c,1.7298,-0.971916,"['20150101_23:03:36_GMT-5', '20150102_01:37:31_GMT-5', '20210526_01:01:04_GMT-5']",3.2.9,
aflow:96487c45c89c7f68,Na2S1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2S1__ICSD__96487c45c89c7f68.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2S1_ICSD_644959,ICSD,"Na,S",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.4908,-1.07528,"['20140925_18:14:17_GMT-5', '20140925_19:43:40_GMT-5', '20210523_19:53:47_GMT-5']",3.2.9,
aflow:97381180e1f7b7c0,Na1S2Yb1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1S2Yb1__ICSD__97381180e1f7b7c0.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1S2Yb1_ICSD_645002,ICSD,"Na,S,Yb",3,4,166,166,hR4,hR4,AB2C_hR4_166_b_c_a,AB2C_hR4_166_b_c_a,0,None,"['20170218_19:51:20_GMT-5', '20170219_16:02:44_GMT-5', '20210816_19:21:39_GMT-4']",3.2.11,
aflow:97d8510de1132011,Na8Re12S24,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na8Re12S24__ICSD__97d8510de1132011.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na2Re3S6_ICSD_76536,ICSD,"Na,Re,S",3,44,15,15,mS88,mS88,A2B3C6_mC88_15_2ef_3f_6f,A2B3C6_mC88_15_2ef_3f_6f,1.43,None,"['20170606_14:31:21_GMT-4', '20170609_03:28:05_GMT-4', '20210817_17:05:40_GMT-4']",3.2.11,
aflow:9df07c87bd0357b6,Cr1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Cr1Na1S2__ICSD__9df07c87bd0357b6.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cr1Na1S2_ICSD_25722,ICSD,"Cr,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,1.2721,None,"['20140629_13:07:45_GMT-4', '20140630_00:42:10_GMT-4', '20210816_05:03:43_GMT-4']",3.2.11,
aflow:a55a9bba2ce0cb7f,Na1S2Y1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1S2Y1__ICSD__a55a9bba2ce0cb7f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1S2Y1_ICSD_644997,ICSD,"Na,S,Y",3,4,166,166,hR4,hR4,AB2C_hR4_166_b_c_a,AB2C_hR4_166_b_c_a,2.2644,-1.85553,"['20140926_23:06:26_GMT-5', '20140927_06:55:41_GMT-5', '20210601_02:45:25_GMT-5']",3.2.9,
aflow:a68c7ebbe5f5ecfa,Mn2Na12S8,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Mn2Na12S8__ICSD__a68c7ebbe5f5ecfa.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mn1Na6S4_ICSD_642996,ICSD,"Mn,Na,S",3,22,186,186,hP22,hP22,AB6C4_hP22_186_b_2c_bc,AB6C4_hP22_186_b_2c_bc,1.9108,None,"['20160124_12:53:35_GMT-5', '20160125_19:54:19_GMT-5', '20210818_12:21:27_GMT-4']",3.2.11,
aflow:a79c43f1e40a3116,Na1S1Sn2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1S1Sn2__LIB3__a79c43f1e40a3116.cif,,,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/Na_svSSn/T0001.ABC2:LDAU2,LIB3,"Na,S,Sn",3,4,225,225,cF16,cF16,ABC2_cF16_225_a_b_c,ABC2_cF16_225_a_b_c,0,None,"['20210306_19:00:53_GMT-5', '20210306_19:23:08_GMT-5', '20210517_20:32:14_GMT-5']",3.2.9,
aflow:a87f7f28e5c1e3c1,Ge4Na12S14,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Ge4Na12S14__ICSD__a87f7f28e5c1e3c1.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Ge2Na6S7_ICSD_25388,ICSD,"Ge,Na,S",3,30,15,15,mS60,mS60,A2B6C7_mC60_15_f_ce2f_e3f,A2B6C7_mC60_15_f_ce2f_e3f,2.4305,-0.927388,"['20150102_08:53:29_GMT-5', '20150104_11:46:32_GMT-5', '20210528_04:15:05_GMT-5']",3.2.9,
aflow:aa643d36ea74b17d,Na8Re12S24,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na8Re12S24__ICSD__aa643d36ea74b17d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na2Re3S6_ICSD_644948,ICSD,"Na,Re,S",3,44,15,15,mS88,mS88,A2B3C6_mC88_15_2ef_3f_6f,A2B3C6_mC88_15_2ef_3f_6f,1.4551,None,"['20170606_14:07:32_GMT-4', '20170608_18:59:11_GMT-4', '20210818_06:36:32_GMT-4']",3.2.11,
aflow:aa847b5e19dd0b9c,Na8S8Sn2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na8S8Sn2__ICSD__aa847b5e19dd0b9c.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Na4S4Sn1_ICSD_42035,ICSD,"Na,S,Sn",3,18,114,114,tP18,tP18,A4B4C_tP18_114_e_e_a,A4B4C_tP18_114_e_e_a,1.9182,None,"['20150120_03:36:07_GMT-5', '20150120_09:49:07_GMT-5', '20210817_14:41:00_GMT-4']",3.2.11,
aflow:abd2b71dcb0355c3,Na12S8Zn2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na12S8Zn2__ICSD__abd2b71dcb0355c3.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na6S4Zn1_ICSD_33236,ICSD,"Na,S,Zn",3,22,186,186,hP22,hP22,A6B4C_hP22_186_2c_bc_b,A6B4C_hP22_186_2c_bc_b,2.318,None,"['20141215_02:45:00_GMT-5', '20141215_13:52:39_GMT-5', '20210815_14:41:03_GMT-4']",3.2.11,
aflow:ac5bd7c4f333dcbb,Ho1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Ho1Na1S2__ICSD__ac5bd7c4f333dcbb.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Ho1Na1S2_ICSD_639440,ICSD,"Ho,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,2.309,-1.85771,"['20140927_15:32:03_GMT-5', '20140927_20:06:52_GMT-5', '20210601_00:44:27_GMT-5']",3.2.9,
