auid,compound,status,output_file,source_file,source_url,aurl,catalog,species,nspecies,natoms,spacegroup_orig,spacegroup_relax,pearson_orig,pearson_relax,prototype_orig,prototype_relax,band_gap_eV,formation_enthalpy_eV_atom,aflowlib_date,aflowlib_version,error
aflow:05590951fb33b2c6,Na1S2Tb1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1S2Tb1__ICSD__05590951fb33b2c6.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1S2Tb1_ICSD_644985,ICSD,"Na,S,Tb",3,4,166,166,hR4,hR4,AB2C_hR4_166_b_c_a,AB2C_hR4_166_b_c_a,2.2657,None,"['20140927_01:57:45_GMT-4', '20140927_12:19:05_GMT-4', '20210817_20:40:09_GMT-4']",3.2.11,
aflow:07b31f635ab21e8a,Cr1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Cr1Na1S2__ICSD__07b31f635ab21e8a.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cr1Na1S2_ICSD_42389,ICSD,"Cr,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,1.293,None,"['20140730_09:43:31_GMT-4', '20140731_14:34:57_GMT-4', '20210818_05:48:42_GMT-4']",3.2.11,
aflow:0964ed87cd723a77,Cu4Na4S12Ti4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Cu4Na4S12Ti4__ICSD__0964ed87cd723a77.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cu1Na1S3Ti1_ICSD_73886,ICSD,"Cu,Na,S,Ti",4,24,62,62,oP24,oP24,ABC3D_oP24_62_c_c_3c_c,ABC3D_oP24_62_c_c_3c_c,0.4973,None,"['20141203_17:33:17_GMT-5', '20141204_21:32:08_GMT-5', '20210815_23:29:10_GMT-4']",3.2.11,
aflow:0976aa379b0dc116,Co2Na12S8,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Co2Na12S8__ICSD__0976aa379b0dc116.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Co1Na6S4_ICSD_37012,ICSD,"Co,Na,S",3,22,186,186,hP22,hP22,AB6C4_hP22_186_b_2c_bc,AB6C4_hP22_186_b_2c_bc,2.1866,None,"['20140722_15:10:14_GMT-4', '20140725_06:19:51_GMT-4', '20210816_06:20:57_GMT-4']",3.2.11,
aflow:09a00f61668cfbfb,Na1S2Sn1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1S2Sn1__ICSD__09a00f61668cfbfb.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1S2Sn1_ICSD_23450,ICSD,"Na,S,Sn",3,4,166,166,hR4,hR4,AB2C_hR4_166_b_c_a,AB2C_hR4_166_b_c_a,0,None,"['20141210_13:53:42_GMT-5', '20141211_08:13:26_GMT-5', '20210817_13:49:27_GMT-4']",3.2.11,
aflow:0b32099d9bea0174,Na8S16,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na8S16__ICSD__0b32099d9bea0174.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Na2S4_ICSD_644957,ICSD,"Na,S",2,24,122,122,tI48,tI48,AB2_tI48_122_cd_2e,AB2_tI48_122_cd_2e,1.9987,-0.587782,"['20151010_10:41:11_GMT-5', '20151011_08:58:30_GMT-5', '20210521_17:55:39_GMT-5']",3.2.9,
aflow:0e6cd1ae0109c5c4,Na4S4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na4S4__ICSD__0e6cd1ae0109c5c4.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na1S1_ICSD_644958,ICSD,"Na,S",2,8,194,194,hP8,hP8,AB_hP8_194_ac_f,AB_hP8_194_ac_f,1.2368,-0.834597,"['20150105_23:58:14_GMT-5', '20150106_01:52:06_GMT-5', '20210616_15:30:38_GMT-5']",3.2.9,
aflow:0fa56b04b2eafbc2,Na4S6U2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na4S6U2__ICSD__0fa56b04b2eafbc2.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na2S3U1_ICSD_88097,ICSD,"Na,S,U",3,12,12,12,mS24,mS24,A2B3C_mC24_12_ach_ij_g,A2B3C_mC24_12_ach_ij_g,0,None,"['20141028_21:52:52_GMT-4', '20141101_07:40:24_GMT-4', '20210817_07:17:40_GMT-4']",3.2.11,
aflow:117a365d8c18deea,Na2Pb1S1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2Pb1S1__LIB3__117a365d8c18deea.cif,,,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/Na_svPb_dS/T0001.A2BC,LIB3,"Na,Pb,S",3,4,225,225,cF16,cF16,A2BC_cF16_225_c_a_b,A2BC_cF16_225_c_a_b,0,-0.206288,20200611_14:46:45_GMT-5,3.2.3,
aflow:12a2db03c3f3f3c0,Na2Nb2S4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2Nb2S4__ICSD__12a2db03c3f3f3c0.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na1Nb1S2_ICSD_26285,ICSD,"Na,Nb,S",3,8,194,194,hP8,hP8,ABC2_hP8_194_a_b_f,ABC2_hP8_194_a_b_f,0.64,None,"['20150122_02:39:23_GMT-5', '20150122_09:10:48_GMT-5', '20210816_08:08:56_GMT-4']",3.2.11,
aflow:14a078fed9937de9,Na1S2Yb1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1S2Yb1__ICSD__14a078fed9937de9.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1S2Yb1_ICSD_400013,ICSD,"Na,S,Yb",3,4,166,166,hR4,hR4,AB2C_hR4_166_b_c_a,AB2C_hR4_166_b_c_a,0,None,"['20140927_23:23:26_GMT-4', '20140929_14:24:34_GMT-4', '20210815_22:48:30_GMT-4']",3.2.11,
aflow:167ebb47dd3b12d8,B2Na6S6,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\B2Na6S6__ICSD__167ebb47dd3b12d8.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/B1Na3S3_ICSD_411608,ICSD,"B,Na,S",3,14,15,15,mS28,mS28,AB3C3_mC28_15_e_af_ef,AB3C3_mC28_15_e_af_ef,2.5759,-0.956663,"['20150107_04:29:00_GMT-5', '20150107_12:44:31_GMT-5', '20210527_17:15:27_GMT-5']",3.2.9,
aflow:1b8ce124c1e9ea1f,Na2S14Si2Y6,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2S14Si2Y6__ICSD__1b8ce124c1e9ea1f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na1S7Si1Y3_ICSD_412445,ICSD,"Na,S,Si,Y",4,24,173,173,hP24,hP24,AB7CD3_hP24_173_a_b2c_b_c,AB7CD3_hP24_173_a_b2c_b_c,2.2263,-1.58826,"['20141205_15:34:20_GMT-5', '20141207_02:41:24_GMT-5', '20210526_01:00:45_GMT-5']",3.2.9,
aflow:1e80463b79a53cac,Na1S2Yb1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1S2Yb1__ICSD__1e80463b79a53cac.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1S2Yb1_ICSD_73483,ICSD,"Na,S,Yb",3,4,166,166,hR4,hR4,AB2C_hR4_166_b_c_a,AB2C_hR4_166_b_c_a,0,None,"['20170224_07:47:19_GMT-5', '20170224_20:49:34_GMT-5', '20210818_01:46:20_GMT-4']",3.2.11,
aflow:1ed96631d1846438,As4Na12S12,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\As4Na12S12__ICSD__1ed96631d1846438.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1Na3S3_ICSD_1036,ICSD,"As,Na,S",3,28,198,198,cP28,cP28,AB3C3_cP28_198_a_3a_b,AB3C3_cP28_198_a_3a_b,2.5147,-0.858353,"['20140619_06:47:59_GMT-5', '20140619_13:00:13_GMT-5', '20210708_06:02:21_GMT-5']",3.2.10,
aflow:1f89807e9f2ae993,Cd1Na2S4Sn1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Cd1Na2S4Sn1__ICSD__1f89807e9f2ae993.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cd1Na2S4Sn1_ICSD_281233,ICSD,"Cd,Na,S,Sn",4,8,5,5,mS16,mS16,AB2C4D_mC16_5_b_ab_2c_a,AB2C4D_mC16_5_b_ab_2c_a,1.7922,None,"['20150509_21:53:39_GMT-4', '20150513_05:45:03_GMT-4', '20210816_11:39:53_GMT-4']",3.2.11,
aflow:229e96e5587666cd,Cu8F8Na1S8Sr7,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Cu8F8Na1S8Sr7__ICSD__229e96e5587666cd.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cu1F1Na0.125S1Sr0.875_ICSD_157434,ICSD,"Cu,F,Na,S,Sr",5,32,99,99,tP32,tP32,A8B8CD8E7_tP32_99_ef_ef_a_abcd_bcd,A8B8CD8E7_tP32_99_ef_ef_a_abcd_bcd,0,None,"['20150113_22:16:12_GMT-5', '20150114_16:47:09_GMT-5', '20210815_14:53:45_GMT-4']",3.2.11,
aflow:22f9d43299e82603,As2Eu2Na2S8,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\As2Eu2Na2S8__ICSD__22f9d43299e82603.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/As1Eu1Na1S4_ICSD_262583,ICSD,"As,Eu,Na,S",4,14,40,40,oS28,oS28,ABCD4_oC28_40_b_a_b_2bc,ABCD4_oC28_40_b_a_b_2bc,1.2252,None,"['20141108_10:21:15_GMT-5', '20141110_00:13:39_GMT-5', '20210817_03:21:43_GMT-4']",3.2.11,
aflow:262702128d6fe445,Co2Na5S5,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Co2Na5S5__ICSD__262702128d6fe445.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Co2Na5S5_ICSD_201439,ICSD,"Co,Na,S",3,12,107,107,tI24,tI24,A2B5C5_tI24_107_b_ac_ad,A2B5C5_tI24_107_b_ac_ad,0,None,"['20150627_13:35:52_GMT-4', '20150629_18:50:42_GMT-4', '20210816_10:11:18_GMT-4']",3.2.11,
aflow:299377f48c4cbccb,Au16Na16S16,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Au16Na16S16__ICSD__299377f48c4cbccb.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Na1S1_ICSD_165258,ICSD,"Au,Na,S",3,48,68,68,oS96,oS96,ABC_oC96_68_dgi_efi_2i,ABC_oC96_68_dgi_efi_2i,2.2162,None,"['20170720_01:07:54_GMT-4', '20170721_04:36:52_GMT-4', '20210818_15:24:34_GMT-4']",3.2.11,
aflow:2dfdc16627813eb7,Na8S20,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na8S20__ICSD__2dfdc16627813eb7.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Na2S5_ICSD_38349,ICSD,"Na,S",2,28,62,62,oP28,oP28,A2B5_oP28_62_ac_c2d,A2B5_oP28_62_ac_c2d,1.7579,-0.499418,"['20140805_03:48:57_GMT-5', '20140806_19:01:22_GMT-5', '20210529_20:52:24_GMT-5']",3.2.9,
aflow:2e6543182d93af9f,Na2S1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2S1__ICSD__2e6543182d93af9f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2S1_ICSD_644962,ICSD,"Na,S",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.4961,-1.07516,"['20140925_17:30:52_GMT-5', '20140925_18:41:05_GMT-5', '20210523_19:54:48_GMT-5']",3.2.9,
aflow:306ab56ea14edcd2,Cr1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Cr1Na1S2__ICSD__306ab56ea14edcd2.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cr1Na1S2_ICSD_15558,ICSD,"Cr,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,1.281,None,"['20150117_01:43:30_GMT-5', '20150117_09:15:59_GMT-5', '20210816_11:17:47_GMT-4']",3.2.11,
aflow:30ea0284c79c6736,Na4Pd2S4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na4Pd2S4__ICSD__30ea0284c79c6736.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na2Pd1S2_ICSD_76533,ICSD,"Na,Pd,S",3,10,36,36,oS20,oS20,A2BC2_oC20_36_2a_a_2a,A2BC2_oC20_36_2a_a_2a,1.2723,None,"['20150107_09:51:07_GMT-5', '20150107_14:39:06_GMT-5', '20210817_10:17:28_GMT-4']",3.2.11,
aflow:32b8511bd4f41e91,C4N4Na4S4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\C4N4Na4S4__ICSD__32b8511bd4f41e91.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/C1N1Na1S1_ICSD_22273,ICSD,"C,N,Na,S",4,16,62,62,oP16,oP16,ABCD_oP16_62_c_c_c_c,ABCD_oP16_62_c_c_c_c,4.0568,-0.315115,"['20140816_00:37:50_GMT-4', '20140817_00:45:46_GMT-4', '20210901_23:57:35_GMT-4']",3.2.11,
aflow:36eb38accf91efe6,Na1S2V1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1S2V1__ICSD__36eb38accf91efe6.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1S2V1_ICSD_644994,ICSD,"Na,S,V",3,4,160,160,hR4,hR4,AB2C_hR4_160_a_2a_a,AB2C_hR4_160_a_2a_a,0,None,"['20170119_04:16:54_GMT-5', '20170119_13:47:49_GMT-5', '20210817_07:53:57_GMT-4']",3.2.11,
aflow:3a2064fe0cc2f412,Co2Na4S4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Co2Na4S4__ICSD__3a2064fe0cc2f412.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Co1Na2S2_ICSD_67386,ICSD,"Co,Na,S",3,10,72,72,oI20,oI20,AB2C2_oI20_72_a_j_j,AB2C2_oI20_72_a_j_j,1.509,None,"['20141023_16:49:12_GMT-4', '20141026_16:55:56_GMT-4', '20210817_11:35:21_GMT-4']",3.2.11,
aflow:3d15d036767d48c4,Eu1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Eu1Na1S2__ICSD__3d15d036767d48c4.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Eu1Na1S2_ICSD_631411,ICSD,"Eu,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,0,None,"['20150124_02:08:06_GMT-5', '20150125_14:10:19_GMT-5', '20210818_03:41:39_GMT-4']",3.2.11,
aflow:3d596a1090239eb8,Na1Pb1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1Pb1S2__LIB3__3d596a1090239eb8.cif,,,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/Na_svPb_dS/T0001.ABC2,LIB3,"Na,Pb,S",3,4,225,225,cF16,cF16,ABC2_cF16_225_a_b_c,ABC2_cF16_225_a_b_c,0,-0.389409,20200611_14:46:55_GMT-5,3.2.3,
aflow:3f15d134600bbef7,Na2P2Pd2S8,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2P2Pd2S8__ICSD__3f15d134600bbef7.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Na1P1Pd1S4_ICSD_97456,ICSD,"Na,P,Pd,S",4,14,140,140,tI28,tI28,ABCD4_tI28_140_a_b_d_l,ABCD4_tI28_140_a_b_d_l,1.4657,None,"['20111013_11:00:24_GMT-4', '20111014_12:39:54_GMT-4', '20210816_07:09:13_GMT-4']",3.2.11,
aflow:40dd7368696df303,Na6S6,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na6S6__ICSD__40dd7368696df303.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na2S2_ICSD_43405,ICSD,"Na,S",2,12,189,189,hP12,hP12,AB_hP12_189_fg_eh,AB_hP12_189_fg_eh,0.8599,-0.83188,"['20141222_10:57:22_GMT-5', '20141222_18:06:42_GMT-5', '20210526_01:02:54_GMT-5']",3.2.9,
aflow:41ab3cd22c3c76e5,Na4S4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na4S4__ICSD__41ab3cd22c3c76e5.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na2S2_ICSD_73173,ICSD,"Na,S",2,8,194,194,hP8,hP8,AB_hP8_194_ac_f,AB_hP8_194_ac_f,1.2419,-0.83447,"['20141014_23:53:39_GMT-5', '20141015_06:09:03_GMT-5', '20210526_01:02:58_GMT-5']",3.2.9,
aflow:440f3463bc693693,Na6P4Pb3S16,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na6P4Pb3S16__ICSD__440f3463bc693693.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na6P4Pb3S16_ICSD_280724,ICSD,"Na,P,Pb,S",4,29,160,160,hR29,hR29,A6B4C3D16_hR29_160_c_ab_b_a3bc,A6B4C3D16_hR29_160_c_ab_b_a3bc,2.3332,-0.709554,"['20150117_04:02:40_GMT-5', '20150119_07:13:30_GMT-5', '20210601_02:59:31_GMT-5']",3.2.9,
aflow:4881bdc8623703ab,Na2S4Sb2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2S4Sb2__ICSD__4881bdc8623703ab.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na1S2Sb1_ICSD_71091,ICSD,"Na,S,Sb",3,8,15,15,mS16,mS16,AB2C_mC16_15_e_f_e,AB2C_mC16_15_e_f_e,0.9195,-0.743405,"['20141016_11:03:41_GMT-5', '20141016_20:23:29_GMT-5', '20210528_08:06:54_GMT-5']",3.2.9,
aflow:48c1fc5f223f01c8,Na2S4Sb2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2S4Sb2__ICSD__48c1fc5f223f01c8.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Na1S2Sb1_ICSD_200597,ICSD,"Na,S,Sb",3,8,2,2,aP8,aP8,AB2C_aP8_2_i_2i_i,AB2C_aP8_2_i_2i_i,0.9119,-0.743622,"['20100222_13:36:08_GMT-5', '20100222_15:00:39_GMT-5', '20210602_08:06:32_GMT-5']",3.2.9,
aflow:48e2674a36f7bf67,Er2Na2P4S12,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Er2Na2P4S12__ICSD__48e2674a36f7bf67.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Er1Na1P2S6_ICSD_415672,ICSD,"Er,Na,P,S",4,20,2,2,aP20,aP20,ABC2D6_aP20_2_i_i_2i_6i,ABC2D6_aP20_2_i_i_2i_6i,2.5473,None,"['20150116_01:57:00_GMT-5', '20150117_22:47:24_GMT-5', '20210817_23:52:21_GMT-4']",3.2.11,
aflow:48f43a86c11b8114,Na2S4Sb2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2S4Sb2__ICSD__48f43a86c11b8114.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na1S2Sb1_ICSD_43909,ICSD,"Na,S,Sb",3,8,15,15,mS16,mS16,AB2C_mC16_15_e_f_e,AB2C_mC16_15_e_f_e,0.8989,-0.743824,"['20141014_15:21:33_GMT-5', '20141015_01:25:32_GMT-5', '20210528_08:06:35_GMT-5']",3.2.9,
aflow:4ae9e718e5072f4f,In1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\In1Na1S2__ICSD__4ae9e718e5072f4f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/In1Na1S2_ICSD_640036,ICSD,"In,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,1.9155,None,"['20140927_09:04:01_GMT-4', '20140927_13:57:41_GMT-4', '20210818_17:23:16_GMT-4']",3.2.11,
aflow:4bbacef29dbffc09,Na12S8Zn2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na12S8Zn2__ICSD__4bbacef29dbffc09.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na6S4Zn1_ICSD_645007,ICSD,"Na,S,Zn",3,22,186,186,hP22,hP22,A6B4C_hP22_186_2c_bc_b,A6B4C_hP22_186_2c_bc_b,2.3049,None,"['20160128_20:19:13_GMT-5', '20160129_09:01:29_GMT-5', '20210816_04:09:13_GMT-4']",3.2.11,
aflow:4d52421980d93497,Cu2Na2S4Zr1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Cu2Na2S4Zr1__ICSD__4d52421980d93497.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cu2Na2S4Zr1_ICSD_79536,ICSD,"Cu,Na,S,Zr",4,9,12,12,mS18,mS18,A2B2C4D_mC18_12_i_i_2i_a,A2B2C4D_mC18_12_i_i_2i_a,0.1041,None,"['20141231_01:58:18_GMT-5', '20141231_20:57:44_GMT-5', '20210818_07:20:02_GMT-4']",3.2.11,
aflow:4d92903ee7062268,Na2S1Sn1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na2S1Sn1__LIB3__4d92903ee7062268.cif,,,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/Na_svSSn/T0001.A2BC:LDAU2,LIB3,"Na,S,Sn",3,4,225,225,cF16,cF16,A2BC_cF16_225_c_a_b,A2BC_cF16_225_c_a_b,0,-0.184244,"['20201226_07:16:48_GMT-5', '20201226_07:42:41_GMT-5', '20210117_23:39:28_GMT-5']",3.2.6,
aflow:4db16892facfa54d,Na4S4Zn2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na4S4Zn2__ICSD__4db16892facfa54d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Na2S2Zn1_ICSD_33235,ICSD,"Na,S,Zn",3,10,72,72,oI20,oI20,A2B2C_oI20_72_j_j_a,A2B2C_oI20_72_j_j_a,2.6844,None,"['20141228_09:38:52_GMT-5', '20141229_08:54:36_GMT-5', '20210816_19:30:31_GMT-4']",3.2.11,
aflow:51a829e7400eef75,Mn2Na12S8,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Mn2Na12S8__ICSD__51a829e7400eef75.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mn1Na6S4_ICSD_95067,ICSD,"Mn,Na,S",3,22,186,186,hP22,hP22,AB6C4_hP22_186_b_2c_bc,AB6C4_hP22_186_b_2c_bc,1.9215,None,"['20160121_11:26:22_GMT-5', '20160122_16:27:07_GMT-5', '20210818_09:32:18_GMT-4']",3.2.11,
aflow:529a96e736264fa4,Ge2Na1S1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Ge2Na1S1__LIB3__529a96e736264fa4.cif,,,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/Ge_hNa_svS/T0001.A2BC,LIB3,"Ge,Na,S",3,4,225,225,cF16,cF16,A2BC_cF16_225_c_a_b,A2BC_cF16_225_c_a_b,0,0.360413,20200611_14:45:37_GMT-5,3.2.3,
aflow:54006af9495e6e13,Na3S4Sb1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na3S4Sb1__ICSD__54006af9495e6e13.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Na3S4Sb1_ICSD_44707,ICSD,"Na,S,Sb",3,8,217,217,cI16,cI16,A3B4C_cI16_217_b_c_a,A3B4C_cI16_217_b_c_a,1.9199,-0.794455,"['20150103_04:29:56_GMT-5', '20150103_05:32:28_GMT-5', '20210520_21:53:34_GMT-5']",3.2.9,
aflow:5539883da5467c8d,Na1S2Ti1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1S2Ti1__ICSD__5539883da5467c8d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na1S2Ti1_ICSD_26305,ICSD,"Na,S,Ti",3,4,166,166,hR4,hR4,AB2C_hR4_166_b_c_a,AB2C_hR4_166_b_c_a,0,None,"['20141205_05:28:31_GMT-5', '20141205_21:13:07_GMT-5', '20210815_19:24:49_GMT-4']",3.2.11,
aflow:562b09c122a9b473,Na12S14Sn4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na12S14Sn4__ICSD__562b09c122a9b473.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na6S7Sn2_ICSD_25389,ICSD,"Na,S,Sn",3,30,15,15,mS60,mS60,A6B7C2_mC60_15_ce2f_e3f_f,A6B7C2_mC60_15_ce2f_e3f_f,1.853,None,"['20140705_04:46:22_GMT-4', '20140706_07:30:03_GMT-4', '20210818_10:13:21_GMT-4']",3.2.11,
aflow:576647a71aa87684,Na12S12Sb4,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na12S12Sb4__ICSD__576647a71aa87684.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Na3S3Sb1_ICSD_644966,ICSD,"Na,S,Sb",3,28,198,198,cP28,cP28,A3B3C_cP28_198_3a_b_a,A3B3C_cP28_198_3a_b_a,2.3932,-0.908429,"['20160724_15:40:38_GMT-5', '20160725_01:01:07_GMT-5', '20210522_10:43:44_GMT-5']",3.2.9,
aflow:57948ea509969ad9,Ho1Na1S2,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Ho1Na1S2__ICSD__57948ea509969ad9.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Ho1Na1S2_ICSD_56229,ICSD,"Ho,Na,S",3,4,166,166,hR4,hR4,ABC2_hR4_166_a_b_c,ABC2_hR4_166_a_b_c,2.3179,-1.85779,"['20141229_17:52:49_GMT-5', '20141230_00:54:32_GMT-5', '20210601_00:44:07_GMT-5']",3.2.9,
aflow:585492f4e6f0361e,Na1Pb2S1,skipped_existing,E:\work\worklist\pull_file\aflow_sulfides\cif\Na1Pb2S1__LIB3__585492f4e6f0361e.cif,,,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/Na_svPb_dS/T0001.AB2C,LIB3,"Na,Pb,S",3,4,225,225,cF16,cF16,AB2C_cF16_225_a_c_b,AB2C_cF16_225_a_c_b,0,0.065804,20200611_14:46:49_GMT-5,3.2.3,
