auid,compound,status,output_file,source_file,source_url,aurl,catalog,species,nspecies,natoms,spacegroup_orig,spacegroup_relax,pearson_orig,pearson_relax,prototype_orig,prototype_relax,band_gap_eV,formation_enthalpy_eV_atom,aflowlib_date,aflowlib_version,error
aflow:3a9abead8815a8a8,Na6O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na6O6__ICSD__3a9abead8815a8a8.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na2O2_ICSD_25526,ICSD,"Na,O",2,12,189,189,hP12,hP12,AB_hP12_189_fg_eh,AB_hP12_189_fg_eh,1.7479,-1.08355,"['20150115_10:39:23_GMT-5', '20150115_14:38:55_GMT-5', '20210616_15:20:10_GMT-5']",3.2.9,
aflow:3b50844c3dccdb71,Na4O8S2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O8S2__ICSD__3b50844c3dccdb71.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na2O4S1_ICSD_66556,ICSD,"Na,O,S",3,14,63,63,oS28,oS28,A2B4C_oC28_63_ac_fg_c,A2B4C_oC28_63_ac_fg_c,5.0095,-1.83241,"['20141108_21:00:20_GMT-5', '20141109_11:00:32_GMT-5', '20210831_07:59:49_GMT-4']",3.2.11,
aflow:3bafd23e0c4308d3,Na4O8Se2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O8Se2__ICSD__3bafd23e0c4308d3.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/Na2O4Se1_ICSD_27656,ICSD,"Na,O,Se",3,14,70,70,oF56,oF56,A2B4C_oF56_70_g_h_a,A2B4C_oF56_70_g_h_a,3.3178,-1.37347,"['20140725_05:21:36_GMT-4', '20140726_10:47:27_GMT-4', '20210831_23:32:25_GMT-4']",3.2.11,
aflow:3c0f58618d0f7be9,Na6O6P2S2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na6O6P2S2__ICSD__3c0f58618d0f7be9.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Na3O3P1S1_ICSD_412368,ICSD,"Na,O,P,S",4,16,161,161,hR16,hR16,A3B3CD_hR16_161_b_b_a_a,A3B3CD_hR16_161_b_b_a_a,3.9296,-1.90853,"['20141117_07:55:30_GMT-5', '20141117_21:42:51_GMT-5', '20210830_22:16:10_GMT-4']",3.2.11,
aflow:3e80f4c97588bbaf,C4H4Na4O12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C4H4Na4O12__ICSD__3e80f4c97588bbaf.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/C1H1Na1O3_ICSD_26933,ICSD,"C,H,Na,O",4,24,14,2,mP24,aP24,ABCD3_mP24_14_e_e_e_3e,ABCD3_aP24_2_2i_2i_2i_6i,4.8668,-1.50437,"['20160218_21:30:56_GMT-5', '20160221_10:48:41_GMT-5', '20210901_11:17:55_GMT-4']",3.2.11,
aflow:4086649f9eeb2a00,Cl4H16Na4O8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl4H16Na4O8__ICSD__4086649f9eeb2a00.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Cl1H4Na1O2_ICSD_2313,ICSD,"Cl,H,Na,O",4,32,14,14,mP32,mP32,AB4CD2_mP32_14_e_4e_e_2e,AB4CD2_mP32_14_e_4e_e_2e,4.9515,-1.23143,"['20140910_16:58:07_GMT-4', '20140913_13:45:40_GMT-4', '20210901_01:52:25_GMT-4']",3.2.11,
aflow:41289450dc7674c2,As6Na6O18,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\As6Na6O18__ICSD__41289450dc7674c2.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/As1Na1O3_ICSD_16654,ICSD,"As,Na,O",3,30,2,2,aP30,aP30,ABC3_aP30_2_3i_3i_9i,ABC3_aP30_2_3i_3i_9i,2.8379,-1.49263,"['20141231_15:10:52_GMT-5', '20150103_20:11:26_GMT-5', '20210624_03:42:42_GMT-5']",3.2.9,
aflow:419271ca5ef1470e,H8N8Na8O16,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H8N8Na8O16__ICSD__419271ca5ef1470e.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/H2N2Na2O4_ICSD_10182,ICSD,"H,N,Na,O",4,40,57,57,oP40,oP40,ABCD2_oP40_57_e_2d_ac_c3d,ABCD2_oP40_57_e_2d_ac_c3d,3.0117,-0.865146,"['20140601_21:43:02_GMT-4', '20140603_14:34:39_GMT-4', '20210901_20:45:49_GMT-4']",3.2.11,
aflow:41ab3cd22c3c76e5,Na4S4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4S4__ICSD__41ab3cd22c3c76e5.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na2S2_ICSD_73173,ICSD,"Na,S",2,8,194,194,hP8,hP8,AB_hP8_194_ac_f,AB_hP8_194_ac_f,1.2419,-0.83447,"['20141014_23:53:39_GMT-5', '20141015_06:09:03_GMT-5', '20210526_01:02:58_GMT-5']",3.2.9,
aflow:42121f97d916d6f4,H2Na4O18P6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H2Na4O18P6__ICSD__42121f97d916d6f4.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/H1Na2O9P3_ICSD_37167,ICSD,"H,Na,O,P",4,30,2,2,aP30,aP30,AB2C9D3_aP30_2_i_2i_9i_3i,AB2C9D3_aP30_2_i_2i_9i_3i,5.21,-2.12365,"['20161015_17:24:51_GMT-4', '20161016_04:43:06_GMT-4', '20210831_03:22:33_GMT-4']",3.2.11,
aflow:431f69747e5a4084,N8Na24O32,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\N8Na24O32__ICSD__431f69747e5a4084.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/N1Na3O4_ICSD_8143,ICSD,"N,Na,O",3,64,61,61,oP64,oP64,AB3C4_oP64_61_c_3c_4c,AB3C4_oP64_61_c_3c_4c,3.7952,-1.0568,"['20180803_10:24:22_GMT-4', '20180803_18:23:27_GMT-4', '20210902_08:25:40_GMT-4']",3.2.11,
aflow:437b1798c494dbb5,B2H8Na2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B2H8Na2__ICSD__437b1798c494dbb5.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B1H4Na1_ICSD_165708,ICSD,"B,H,Na",3,12,114,114,tP12,tP12,AB4C_tP12_114_b_e_a,AB4C_tP12_114_b_e_a,6.4385,-0.327086,"['20140308_17:22:32_GMT-5', '20140308_18:29:26_GMT-5', '20210601_06:37:16_GMT-5']",3.2.9,
aflow:443a57d0a02bd9ff,C4F12H8Na4O16S4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C4F12H8Na4O16S4__ICSD__443a57d0a02bd9ff.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/C1F3H2Na1O4S1_ICSD_151032,ICSD,"C,F,H,Na,O,S",6,48,62,62,oP48,oP48,AB3C2DE4F_oP48_62_c_cd_d_c_2cd_c,AB3C2DE4F_oP48_62_c_cd_d_c_2cd_c,5.7503,-1.47217,"['20140722_11:51:20_GMT-4', '20140724_01:50:55_GMT-4', '20210901_19:53:24_GMT-4']",3.2.11,
aflow:44ac0af854c2c331,Na2O1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na2O1__ICSD__44ac0af854c2c331.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2O1_ICSD_644917,ICSD,"Na,O",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,1.925,-1.22398,"['20140925_21:16:12_GMT-5', '20140925_22:08:44_GMT-5', '20210614_12:57:48_GMT-5']",3.2.9,
aflow:457ca668dd533ad5,Cl4Na4O16,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl4Na4O16__ICSD__457ca668dd533ad5.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cl1Na1O4_ICSD_172567,ICSD,"Cl,Na,O",3,24,62,62,oP24,oP24,ABC4_oP24_62_c_c_2cd,ABC4_oP24_62_c_c_2cd,5.2539,-0.549903,"['20160301_18:25:22_GMT-5', '20160303_02:04:14_GMT-5', '20210901_23:32:21_GMT-4']",3.2.11,
aflow:4590fc6b74283e3d,F1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F1Na1__ICSD__4590fc6b74283e3d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F1Na1_ICSD_262837,ICSD,"F,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,6.135,-2.74175,"['20140925_09:05:26_GMT-5', '20140925_09:55:41_GMT-5', '20210707_21:54:02_GMT-5']",3.2.10,
aflow:4799df6a6874bfd2,C12H12N18Na6O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C12H12N18Na6O6__ICSD__4799df6a6874bfd2.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C6H6N9Na3O3_ICSD_407808,ICSD,"C,H,N,Na,O",5,54,190,190,hP54,hP54,A2B2C3DE_hP54_190_2h_2h_3h_g_h,A2B2C3DE_hP54_190_2h_2h_3h_g_h,3.8381,-0.471986,"['20180516_13:15:49_GMT-4', '20180516_23:21:16_GMT-4', '20210831_17:20:47_GMT-4']",3.2.11,
aflow:483e0675c700a7fa,Cl4Na4O12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl4Na4O12__ICSD__483e0675c700a7fa.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Na1O3_ICSD_31121,ICSD,"Cl,Na,O",3,20,198,198,cP20,cP20,ABC3_cP20_198_a_a_b,ABC3_cP20_198_a_a_b,5.6287,-0.695826,"['20140904_13:55:32_GMT-4', '20140904_20:24:35_GMT-4', '20210901_15:29:07_GMT-4']",3.2.11,
aflow:484aa4aa291e7238,I1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\I1Na1__ICSD__484aa4aa291e7238.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I1Na1_ICSD_44279,ICSD,"I,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,3.6192,-1.27886,"['20141225_16:55:51_GMT-5', '20141225_18:00:01_GMT-5', '20210707_20:45:51_GMT-5']",3.2.10,
aflow:48b0b989a73ee40c,B2F8Na2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B2F8Na2__ICSD__48b0b989a73ee40c.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1F4Na1_ICSD_36067,ICSD,"B,F,Na",3,12,63,63,oS24,oS24,AB4C_oC24_63_c_fg_c,AB4C_oC24_63_c_fg_c,7.8407,-2.97161,"['20140528_20:46:37_GMT-5', '20140528_23:47:42_GMT-5', '20210530_04:19:50_GMT-5']",3.2.9,
aflow:495b3e0a9579c76e,F1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F1Na1__ICSD__495b3e0a9579c76e.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F1Na1_ICSD_262838,ICSD,"F,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,6.135,-2.74175,"['20140925_01:14:49_GMT-5', '20140925_02:40:22_GMT-5', '20210523_09:45:52_GMT-5']",3.2.9,
aflow:49859280895f8cb7,B6Na6O12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B6Na6O12__ICSD__49859280895f8cb7.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/B1Na1O2_ICSD_34645,ICSD,"B,Na,O",3,24,167,167,hR24,hR24,ABC2_hR24_167_e_e_2e,ABC2_hR24_167_e_e_2e,4.1423,-2.28788,"['20140903_03:10:59_GMT-5', '20140903_15:32:16_GMT-5', '20210622_10:58:40_GMT-5']",3.2.9,
aflow:499563b54a2acef1,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__499563b54a2acef1.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2O3_ICSD_80994,ICSD,"C,Na,O",3,12,12,12,mS24,mS24,AB2C3_mC24_12_i_aci_ij,AB2C3_mC24_12_i_aci_ij,3.7646,-1.74697,"['20140516_15:48:06_GMT-4', '20140523_11:18:46_GMT-4', '20210902_13:39:59_GMT-4']",3.2.11,
aflow:49a25838ca97d9b5,Na2Te1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na2Te1__ICSD__49a25838ca97d9b5.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2Te1_ICSD_656377,ICSD,"Na,Te",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.0595,-0.937594,"['20140926_03:56:48_GMT-5', '20140926_06:25:43_GMT-5', '20210523_19:58:02_GMT-5']",3.2.9,
aflow:49b5da7cbad848d1,Na10O20P6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na10O20P6__ICSD__49b5da7cbad848d1.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na5O10P3_ICSD_16743,ICSD,"Na,O,P",3,36,15,15,mS72,mS72,A5B10C3_mC72_15_c2f_5f_ef,A5B10C3_mC72_15_c2f_5f_ef,4.5555,-2.27035,"['20140828_18:44:14_GMT-4', '20140901_02:51:49_GMT-4', '20210902_09:25:05_GMT-4']",3.2.11,
aflow:4a5437c9fcc94942,B4Na8O10,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B4Na8O10__ICSD__4a5437c9fcc94942.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/B2Na4O5_ICSD_10061,ICSD,"B,Na,O",3,22,15,15,mS44,mS44,A2B4C5_mC44_15_f_2f_e2f,A2B4C5_mC44_15_f_2f_e2f,3.7503,-2.1078,"['20140706_09:16:13_GMT-5', '20140706_19:00:42_GMT-5', '20210617_14:39:12_GMT-5']",3.2.9,
aflow:4a7c0512e468aa9d,C4H4Na4O12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C4H4Na4O12__ICSD__4a7c0512e468aa9d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/C1H1Na1O3_ICSD_18183,ICSD,"C,H,Na,O",4,24,14,14,mP24,mP24,ABCD3_mP24_14_e_e_e_3e,ABCD3_mP24_14_e_e_e_3e,5.2355,-1.52818,"['20141207_11:32:58_GMT-5', '20141208_02:59:09_GMT-5', '20210901_12:30:13_GMT-4']",3.2.11,
aflow:4c46d4e18c1a1780,As8Na8O16,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\As8Na8O16__ICSD__4c46d4e18c1a1780.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As1Na1O2_ICSD_16762,ICSD,"As,Na,O",3,32,61,61,oP32,oP32,ABC2_oP32_61_c_c_2c,ABC2_oP32_61_c_c_2c,3.5858,-1.53214,"['20141217_03:27:18_GMT-5', '20141218_19:31:02_GMT-5', '20210902_06:12:39_GMT-4']",3.2.11,
aflow:4da3055ef3a048f1,C4H10Na6O16,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C4H10Na6O16__ICSD__4da3055ef3a048f1.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C2H5Na3O8_ICSD_35191,ICSD,"C,H,Na,O",4,36,15,15,mS72,mS72,A2B5C3D8_mC72_15_f_c2f_ef_4f,A2B5C3D8_mC72_15_f_c2f_ef_4f,4.623,-1.44778,"['20140722_13:56:37_GMT-4', '20140726_19:30:50_GMT-4', '20210902_16:29:02_GMT-4']",3.2.11,
aflow:4dca94c442ec8184,B12H16Na2O14S6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B12H16Na2O14S6__ICSD__4dca94c442ec8184.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/B12H16Na2O14S6_ICSD_168493,ICSD,"B,H,Na,O,S",5,50,2,2,aP50,aP50,A6B8CD7E3_aP50_2_6i_8i_i_7i_3i,A6B8CD7E3_aP50_2_6i_8i_i_7i_3i,2.1592,-0.696251,"['20180430_19:17:56_GMT-4', '20180503_04:52:07_GMT-4', '20210831_05:46:30_GMT-4']",3.2.11,
aflow:4e6acb9cbcfb9cee,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__4e6acb9cbcfb9cee.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Na2O3_ICSD_81005,ICSD,"C,Na,O",3,12,194,194,hP12,hP12,AB2C3_hP12_194_d_ac_h,AB2C3_hP12_194_c_ad_h,3.1745,-1.73344,"['20140512_20:28:03_GMT-4', '20140515_04:32:16_GMT-4', '20210831_18:07:29_GMT-4']",3.2.11,
aflow:4e854ad064797312,F1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F1Na1__ICSD__4e854ad064797312.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F1Na1_ICSD_53840,ICSD,"F,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_a_b,6.157,-2.74149,"['20140924_14:31:55_GMT-5', '20140924_15:35:51_GMT-5', '20210523_09:46:57_GMT-5']",3.2.9,
aflow:4f19021768a3118a,Cl1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1Na1__ICSD__4f19021768a3118a.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_41411,ICSD,"Cl,Na",2,2,225,225,cF8,cF8,AB_cF8_225_a_b,AB_cF8_225_a_b,5.0544,-1.83926,"['20140304_23:11:18_GMT-5', '20140304_23:56:46_GMT-5', '20210523_03:04:31_GMT-5']",3.2.9,
aflow:50896353bdda069b,C4H16N12Na4O8S8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C4H16N12Na4O8S8__ICSD__50896353bdda069b.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/C1H4N3Na1O2S2_ICSD_69550,ICSD,"C,H,N,Na,O,S",6,52,14,14,mP52,mP52,AB4C3DE2F2_mP52_14_e_4e_3e_e_2e_2e,AB4C3DE2F2_mP52_14_e_4e_3e_e_2e_2e,2.3586,-0.45238,"['20170803_03:07:27_GMT-4', '20170804_01:40:57_GMT-4', '20210901_05:41:49_GMT-4']",3.2.11,
aflow:5145538f3f62663b,F18Na6Si3,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F18Na6Si3__ICSD__5145538f3f62663b.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/F6Na2Si1_ICSD_61274,ICSD,"F,Na,Si",3,27,150,150,hP27,hP27,A6B2C_hP27_150_3g_ef_ad,A6B2C_hP27_150_3g_ef_ad,6.9792,-3.1092,"['20160601_10:48:08_GMT-5', '20160602_05:24:47_GMT-5', '20210525_11:38:53_GMT-5']",3.2.9,
aflow:524299dcf2666961,B2H8Na2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B2H8Na2__ICSD__524299dcf2666961.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B1H4Na1_ICSD_261750,ICSD,"B,H,Na",3,12,137,137,tP12,tP12,AB4C_tP12_137_b_g_a,AB4C_tP12_137_b_g_a,6.3143,-0.328607,"['20141102_05:20:27_GMT-5', '20141102_07:02:28_GMT-5', '20210601_06:37:44_GMT-5']",3.2.9,
aflow:52814fd2c78f5e1e,C2H2Na2O4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2H2Na2O4__ICSD__52814fd2c78f5e1e.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1H1Na1O2_ICSD_151233,ICSD,"C,H,Na,O",4,10,15,15,mS20,mS20,ABCD2_mC20_15_e_e_e_f,ABCD2_mC20_15_e_e_e_f,4.9152,-1.28339,"['20150514_07:37:07_GMT-4', '20150514_13:03:28_GMT-4', '20210902_17:42:42_GMT-4']",3.2.11,
aflow:529fffd3f6c2c597,Na4O6Si2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O6Si2__ICSD__529fffd3f6c2c597.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na2O3Si1_ICSD_24664,ICSD,"Na,O,Si",3,12,36,36,oS24,oS24,A2B3C_oC24_36_b_ab_a,A2B3C_oC24_36_b_ab_a,3.8904,-2.3719,"['20140827_06:09:41_GMT-5', '20140828_08:41:40_GMT-5', '20210620_22:15:31_GMT-5']",3.2.9,
aflow:530d5e9f1ae34235,C2H2Na2O4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2H2Na2O4__ICSD__530d5e9f1ae34235.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1H1Na1O2_ICSD_151256,ICSD,"C,H,Na,O",4,10,15,15,mS20,mS20,ABCD2_mC20_15_e_e_e_f,ABCD2_mC20_15_e_e_e_f,4.8262,-1.2827,"['20140825_20:52:09_GMT-4', '20140826_03:07:18_GMT-4', '20210902_13:06:08_GMT-4']",3.2.11,
aflow:53143619b2dcc26d,Cl2H8Na2O12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl2H8Na2O12__ICSD__53143619b2dcc26d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Cl1H4Na1O6_ICSD_425697,ICSD,"Cl,H,Na,O",4,24,2,2,aP24,aP24,AB4CD6_aP24_2_i_4i_i_6i,AB4CD6_aP24_2_i_4i_i_6i,5.1834,-0.803236,"['20160218_02:00:15_GMT-5', '20160220_02:19:05_GMT-5', '20210831_05:35:44_GMT-4']",3.2.11,
aflow:54006af9495e6e13,Na3S4Sb1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na3S4Sb1__ICSD__54006af9495e6e13.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Na3S4Sb1_ICSD_44707,ICSD,"Na,S,Sb",3,8,217,217,cI16,cI16,A3B4C_cI16_217_b_c_a,A3B4C_cI16_217_b_c_a,1.9199,-0.794455,"['20150103_04:29:56_GMT-5', '20150103_05:32:28_GMT-5', '20210520_21:53:34_GMT-5']",3.2.9,
aflow:545a25ff17d7dc78,C1Na4O4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C1Na4O4__ICSD__545a25ff17d7dc78.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/C1Na4O4_ICSD_245416,ICSD,"C,Na,O",3,9,146,146,hR9,hR9,AB4C4_hR9_146_a_ab_ab,AB4C4_hR9_146_a_ab_ab,2.2311,-1.42181,"['20140512_18:40:09_GMT-4', '20140517_06:04:49_GMT-4', '20210830_18:27:49_GMT-4']",3.2.11,
aflow:5477ab0c5a3ac253,Na2Se1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na2Se1__ICSD__5477ab0c5a3ac253.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2Se1_ICSD_168447,ICSD,"Na,Se",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.0641,-1.07393,"['20140925_20:09:29_GMT-5', '20140925_21:23:05_GMT-5', '20210707_18:58:30_GMT-5']",3.2.10,
aflow:548b5de2d8a08706,F1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F1Na1__ICSD__548b5de2d8a08706.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F1Na1_ICSD_41410,ICSD,"F,Na",2,2,225,225,cF8,cF8,AB_cF8_225_a_b,AB_cF8_225_a_b,6.1624,-2.74142,"['20140903_07:50:29_GMT-5', '20140903_08:30:16_GMT-5', '20210523_09:46:08_GMT-5']",3.2.9,
aflow:557a13fe4fdbe60e,B4H32N8Na4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B4H32N8Na4__ICSD__557a13fe4fdbe60e.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/B1H8N2Na1_ICSD_189248,ICSD,"B,H,N,Na",4,48,14,14,mP48,mP48,AB8C2D_mP48_14_e_8e_2e_e,AB8C2D_mP48_14_e_8e_2e_e,5.1582,-0.218716,"['20170626_22:43:33_GMT-4', '20170627_15:21:02_GMT-4', '20210901_06:19:50_GMT-4']",3.2.11,
aflow:55c9b5e2392c2aeb,H8N4Na4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H8N4Na4__ICSD__55c9b5e2392c2aeb.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/H2N1Na1_ICSD_34290,ICSD,"H,N,Na",3,16,70,70,oF64,oF64,A2BC_oF64_70_h_g_e,A2BC_oF64_70_h_g_e,1.99,-0.364517,"['20141127_08:26:47_GMT-5', '20141127_23:59:59_GMT-5', '20210901_00:03:49_GMT-4']",3.2.11,
aflow:55d2cbd0f4018884,Cl1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1Na1__ICSD__55d2cbd0f4018884.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_18189,ICSD,"Cl,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,5.0535,-1.83884,"['20140416_07:36:19_GMT-5', '20140416_08:11:33_GMT-5', '20210523_03:02:32_GMT-5']",3.2.9,
aflow:56049b892ce40580,C1N1Na1O1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C1N1Na1O1__ICSD__56049b892ce40580.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/C1N1Na1O1_ICSD_27138,ICSD,"C,N,Na,O",4,4,160,160,hR4,hR4,ABCD_hR4_160_a_a_a_a,ABCD_hR4_160_a_a_a_a,4.4612,-0.964414,"['20141229_10:57:33_GMT-5', '20141229_17:16:51_GMT-5', '20210830_21:40:08_GMT-4']",3.2.11,
aflow:565454920d81f22e,H12Na12O20Si4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H12Na12O20Si4__ICSD__565454920d81f22e.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/H3Na3O5Si1_ICSD_68502,ICSD,"H,Na,O,Si",4,48,14,14,mP48,mP48,A3B3C5D_mP48_14_3e_3e_5e_e,A3B3C5D_mP48_14_3e_3e_5e_e,3.9182,-1.79578,"['20180418_09:26:00_GMT-4', '20180419_11:32:25_GMT-4', '20210901_01:08:48_GMT-4']",3.2.11,
